Genes	HepG2_MAX
ENSG00000214107	0.031982
ENSG00000277057	0
ENSG00000249052	0.15575
ENSG00000173013	0.64193
ENSG00000271309	0
ENSG00000247624	0.22474
ENSG00000124399	0
ENSG00000238448	0
ENSG00000217236	0.059631
ENSG00000266333	0
ENSG00000231362	5.0791
ENSG00000259540	1.548
ENSG00000177238	0.78838
ENSG00000243304	0.19277
ENSG00000252574	0
ENSG00000048392	39.3831
ENSG00000168591	29.2897
ENSG00000166348	19.0449
ENSG00000248936	1.3448
ENSG00000264999	3.4283
ENSG00000236994	0
ENSG00000242086	120.2151
ENSG00000257157	0
ENSG00000163431	0.099081
ENSG00000220758	0
ENSG00000250071	0.28801
ENSG00000251409	0.26117
ENSG00000272501	2.6283
ENSG00000234491	0.15161
ENSG00000213399	0.11291
ENSG00000258858	0.18642
ENSG00000104499	0
ENSG00000223404	0
ENSG00000235829	0
ENSG00000272984	0
ENSG00000130559	18.8378
ENSG00000179271	26.7789
ENSG00000267645	5.2269
ENSG00000267079	0.34239
ENSG00000270118	31.4415
ENSG00000216045	192.067
ENSG00000080298	13.3023
ENSG00000230171	0
ENSG00000242113	0.59076
ENSG00000172331	12.0256
ENSG00000254538	0.34145
ENSG00000111725	39.5741
ENSG00000249562	0
ENSG00000226533	0.27471
ENSG00000275630	0.63877
ENSG00000199318	1.6652
ENSG00000103549	119.2879
ENSG00000265142	0.66521
ENSG00000238958	3.2719
ENSG00000116885	4.7971
ENSG00000060303	0.2973
ENSG00000203987	4.6852
ENSG00000012171	64.3913
ENSG00000252035	0
ENSG00000072786	13.9576
ENSG00000201001	0
ENSG00000152592	0.021687
ENSG00000163482	43.9862
ENSG00000234638	2.5465
ENSG00000278879	1.8414
ENSG00000271793	3.4717
ENSG00000273247	3.3905
ENSG00000229662	0
ENSG00000251919	0
ENSG00000269609	11.4073
ENSG00000223914	0
ENSG00000255730	4.7474
ENSG00000211972	0
ENSG00000232135	0
ENSG00000227279	1.2787
ENSG00000013306	175.5541
ENSG00000253347	1.5096
ENSG00000239101	0
ENSG00000158887	15.3082
ENSG00000276376	0
ENSG00000198848	403.5875
ENSG00000237767	0
ENSG00000267106	9.7691
ENSG00000230681	0
ENSG00000163050	43.1669
ENSG00000155970	9.9555
ENSG00000251893	3.7323
ENSG00000248371	0.24407
ENSG00000233101	0
ENSG00000279022	1.5043
ENSG00000263835	0
ENSG00000249709	7.9193
ENSG00000235264	0
ENSG00000261332	1.1874
ENSG00000180437	0
ENSG00000200293	0
ENSG00000250728	0
ENSG00000135114	2.6072
ENSG00000267080	5.176
ENSG00000124224	15.0556
ENSG00000271820	0
ENSG00000201511	0
ENSG00000219201	0.1102
ENSG00000111344	0.25127
ENSG00000280041	1.5788
ENSG00000275185	5.4081
ENSG00000266964	2.0191
ENSG00000173517	20.1138
ENSG00000276403	2.0622
ENSG00000227306	9.8112
ENSG00000238393	107.26
ENSG00000133124	0.011803
ENSG00000162627	37.2392
ENSG00000253857	0
ENSG00000230828	0.77856
ENSG00000227789	0.04622
ENSG00000251920	0
ENSG00000204640	0
ENSG00000248881	1.5199
ENSG00000186212	2.7781
ENSG00000077312	120.7668
ENSG00000269044	2.6745
ENSG00000234073	0
ENSG00000260141	7.3864
ENSG00000223469	0
ENSG00000272566	2.5576
ENSG00000202257	0.47395
ENSG00000279532	1.1951
ENSG00000267590	3.0875
ENSG00000200320	0
ENSG00000244561	0
ENSG00000198467	17.0295
ENSG00000196700	24.9299
ENSG00000256986	0
ENSG00000163666	2.2096
ENSG00000164236	0.12663
ENSG00000242178	0
ENSG00000275212	0.25212
ENSG00000228981	0.086916
ENSG00000254000	0
ENSG00000277149	4.0067
ENSG00000264608	4.4361
ENSG00000226598	1.1873
ENSG00000280551	0.3458
ENSG00000275695	1.7483
ENSG00000238420	0
ENSG00000231454	0
ENSG00000259632	0.096074
ENSG00000189186	0.052901
ENSG00000241942	0
ENSG00000215874	0.11255
ENSG00000271375	2.1335
ENSG00000201066	0
ENSG00000278341	2.9587
ENSG00000208032	0
ENSG00000224095	0.72794
ENSG00000267737	0.17403
ENSG00000234583	0
ENSG00000197446	0.42939
ENSG00000281863	2.1994
ENSG00000260651	0.21655
ENSG00000167614	8.5348
ENSG00000200830	0
ENSG00000223979	0.26979
ENSG00000218520	0
ENSG00000160256	22.8088
ENSG00000253292	0
ENSG00000160688	33.1361
ENSG00000179363	0.50668
ENSG00000204195	1.2424
ENSG00000249654	0
ENSG00000226625	0
ENSG00000263780	0
ENSG00000240751	0.35589
ENSG00000138111	2.5365
ENSG00000154734	0.41246
ENSG00000242688	2.7401
ENSG00000180019	4.5491
ENSG00000279087	0.42449
ENSG00000275722	0
ENSG00000147443	0.14305
ENSG00000271402	0
ENSG00000224122	0.86228
ENSG00000205413	0.80516
ENSG00000261397	0
ENSG00000229754	0.022025
ENSG00000257759	0.60967
ENSG00000278851	0
ENSG00000222788	0
ENSG00000163634	111.7061
ENSG00000233392	2.6795
ENSG00000105492	0
ENSG00000183148	1.1596
ENSG00000197956	181.4889
ENSG00000188660	0.83316
ENSG00000253439	0.26459
ENSG00000169951	5.1768
ENSG00000178172	0
ENSG00000227251	0
ENSG00000083828	4.697
ENSG00000129968	7.4601
ENSG00000263927	16.0226
ENSG00000115705	0.1929
ENSG00000237859	0.12366
ENSG00000251985	3.0415
ENSG00000258951	0.1688
ENSG00000232227	0.11733
ENSG00000182912	5.5445
ENSG00000183856	21.1935
ENSG00000272148	4.0667
ENSG00000279114	0.12745
ENSG00000267172	0.042365
ENSG00000279597	0
ENSG00000235356	0
ENSG00000212327	10.286
ENSG00000261424	0.081324
ENSG00000256568	0.39536
ENSG00000230773	0.87023
ENSG00000242715	2.9025
ENSG00000105810	74.8731
ENSG00000182087	82.708
ENSG00000270694	0
ENSG00000207351	0
ENSG00000200385	14.5286
ENSG00000185414	66.6649
ENSG00000165675	15.359
ENSG00000219776	0
ENSG00000164949	14.0356
ENSG00000254065	0.19798
ENSG00000199894	0
ENSG00000137941	0.68212
ENSG00000275277	2.8194
ENSG00000238002	0
ENSG00000119760	61.2039
ENSG00000238485	2.8638
ENSG00000264553	13.929
ENSG00000259697	0.13402
ENSG00000111412	43.7102
ENSG00000241524	0
ENSG00000253949	0
ENSG00000152795	445.539
ENSG00000225944	0
ENSG00000248973	0.3778
ENSG00000215456	0
ENSG00000135951	19.7531
ENSG00000269136	0.086563
ENSG00000176299	0
ENSG00000104205	16.7939
ENSG00000234165	0
ENSG00000257194	0
ENSG00000198729	0.045575
ENSG00000260233	1.1905
ENSG00000267682	2.3635
ENSG00000244653	0
ENSG00000279624	3.7511
ENSG00000186787	7.5931
ENSG00000207861	0
ENSG00000200895	1.9265
ENSG00000168621	2.5074
ENSG00000221058	0
ENSG00000228024	0
ENSG00000249236	1.7048
ENSG00000199921	0
ENSG00000185033	18.8006
ENSG00000237294	0
ENSG00000183475	15.8482
ENSG00000189433	0
ENSG00000137992	9.9844
ENSG00000242150	0.34884
ENSG00000275787	0
ENSG00000135317	88.5841
ENSG00000231546	0.042427
ENSG00000259724	0
ENSG00000252758	0
ENSG00000238512	3.0303
ENSG00000226570	0
ENSG00000215966	0
ENSG00000106246	6.2851
ENSG00000227908	0.53868
ENSG00000142405	0.42309
ENSG00000148450	7.8685
ENSG00000236129	0
ENSG00000278433	0
ENSG00000224187	0.30865
ENSG00000257221	0.71613
ENSG00000266491	5.4819
ENSG00000281955	0.10243
ENSG00000234675	0.6423
ENSG00000224023	1.1533
ENSG00000260743	0.67323
ENSG00000200922	3.0006
ENSG00000188242	22.8327
ENSG00000169599	71.3453
ENSG00000237321	0
ENSG00000253384	0.22075
ENSG00000066654	112.2162
ENSG00000172489	0
ENSG00000230355	1.5653
ENSG00000274596	0
ENSG00000157350	21.4393
ENSG00000249746	1.8152
ENSG00000263872	0
ENSG00000226717	0.051863
ENSG00000198730	40.1009
ENSG00000079102	0.027878
ENSG00000279179	0.35245
ENSG00000256030	1.1409
ENSG00000166682	0.88849
ENSG00000268455	0
ENSG00000261489	0.67434
ENSG00000169807	0
ENSG00000175329	4.1143
ENSG00000233484	0
ENSG00000164007	7.4015
ENSG00000234702	0
ENSG00000201668	2.6513
ENSG00000229846	0
ENSG00000278943	0
ENSG00000199476	7.2981
ENSG00000271977	0.34057
ENSG00000222760	0
ENSG00000238067	0
ENSG00000264135	12.3866
ENSG00000280198	2.0248
ENSG00000252193	0
ENSG00000227343	0
ENSG00000181786	0
ENSG00000220377	0.37676
ENSG00000100916	49.2115
ENSG00000262681	0.087931
ENSG00000242807	0
ENSG00000129167	2.0083
ENSG00000237831	0
ENSG00000230865	0.16651
ENSG00000120498	0.07855
ENSG00000279206	0.46017
ENSG00000164692	0.13208
ENSG00000248555	0
ENSG00000267264	2.3727
ENSG00000223023	7.22
ENSG00000260298	0.053775
ENSG00000281390	0
ENSG00000282728	2.5838
ENSG00000168291	110.8236
ENSG00000235448	1.6761
ENSG00000279689	0.8507
ENSG00000170854	42.9366
ENSG00000207443	0
ENSG00000256540	0.056739
ENSG00000233511	1.0962
ENSG00000277752	0
ENSG00000197362	3.3801
ENSG00000186369	0.099502
ENSG00000175582	258.8875
ENSG00000184432	179.9439
ENSG00000186472	0.27779
ENSG00000233994	0.68731
ENSG00000228089	0.26817
ENSG00000088053	0.57045
ENSG00000254157	0
ENSG00000199986	0
ENSG00000280225	0.25135
ENSG00000252220	1.9771
ENSG00000264645	0
ENSG00000259789	0.17408
ENSG00000231128	0.37871
ENSG00000215548	1.5306
ENSG00000119912	59.6911
ENSG00000143320	5.705
ENSG00000105695	1.149
ENSG00000205038	0.87301
ENSG00000187607	35.619
ENSG00000269228	0.40358
ENSG00000158104	508.9815
ENSG00000260325	0.3275
ENSG00000257286	0
ENSG00000234257	0
ENSG00000278498	4.9368
ENSG00000229281	0
ENSG00000279716	3.2158
ENSG00000213045	0.62787
ENSG00000162910	24.8008
ENSG00000270813	0.55898
ENSG00000267774	0
ENSG00000211591	0
ENSG00000196507	0.75169
ENSG00000148386	0.14008
ENSG00000200987	0
ENSG00000135845	40.2421
ENSG00000249328	0.46416
ENSG00000170473	53.826
ENSG00000238604	2.2592
ENSG00000231638	0.03091
ENSG00000167004	844.8961
ENSG00000273942	0
ENSG00000226662	0
ENSG00000242242	30.0201
ENSG00000038295	0.028925
ENSG00000125485	23.1677
ENSG00000278525	0.56322
ENSG00000250347	0.52447
ENSG00000271559	0
ENSG00000154556	86.2605
ENSG00000224279	0
ENSG00000266583	0
ENSG00000162961	106.6765
ENSG00000108641	16.9644
ENSG00000267801	0.47096
ENSG00000260835	0
ENSG00000234767	0
ENSG00000229791	0.58143
ENSG00000171608	15.4873
ENSG00000206762	18.8124
ENSG00000188334	0
ENSG00000264080	0.12324
ENSG00000232830	0.24527
ENSG00000265418	12.4715
ENSG00000253476	11.3791
ENSG00000274688	1.0191
ENSG00000171861	23.3219
ENSG00000230447	0
ENSG00000275906	0
ENSG00000249838	0
ENSG00000169045	958.434
ENSG00000263964	0
ENSG00000100154	11.5935
ENSG00000237413	0.71721
ENSG00000225471	0.17175
ENSG00000214867	0.72098
ENSG00000196126	0.18608
ENSG00000168824	10.4659
ENSG00000207025	0
ENSG00000223088	0
ENSG00000279151	0.65414
ENSG00000126010	0.088544
ENSG00000170092	0.89796
ENSG00000240935	1.7271
ENSG00000237896	0.25785
ENSG00000233576	0.05542
ENSG00000163285	0.26647
ENSG00000266610	1.0254
ENSG00000229938	0
ENSG00000199568	42.0318
ENSG00000222852	0
ENSG00000089060	12.9585
ENSG00000231073	4.7094
ENSG00000243015	2.8033
ENSG00000154175	4.8666
ENSG00000259251	0.2216
ENSG00000224280	0.02012
ENSG00000151690	5.1355
ENSG00000132661	46.355
ENSG00000248647	0.94959
ENSG00000132603	106.7325
ENSG00000237923	0.37029
ENSG00000101974	19.4537
ENSG00000253503	1.0775
ENSG00000225981	0.52263
ENSG00000267356	0
ENSG00000239351	0.26593
ENSG00000184524	0.1583
ENSG00000261608	0
ENSG00000233603	1.5471
ENSG00000270878	0.39136
ENSG00000223598	0.65704
ENSG00000157985	40.4188
ENSG00000196177	94.9856
ENSG00000256632	0.18866
ENSG00000128482	0.16489
ENSG00000148019	25.2508
ENSG00000139372	47.1067
ENSG00000008283	8.7822
ENSG00000254249	0
ENSG00000280317	7.841
ENSG00000231100	0.10289
ENSG00000252312	0
ENSG00000121764	0.1518
ENSG00000182021	83.636
ENSG00000238669	0
ENSG00000264737	0
ENSG00000099399	0.080391
ENSG00000259761	0
ENSG00000236732	1.4679
ENSG00000252795	0
ENSG00000224790	4.8729
ENSG00000201761	0
ENSG00000213703	0.93613
ENSG00000110442	50.1569
ENSG00000143412	37.4688
ENSG00000271021	0.36636
ENSG00000240370	7.7121
ENSG00000234349	0
ENSG00000260417	0.31237
ENSG00000257378	0
ENSG00000255441	0.6583
ENSG00000279808	0
ENSG00000125449	10.3634
ENSG00000213137	0
ENSG00000104237	0
ENSG00000223625	0
ENSG00000239861	0
ENSG00000232895	0
ENSG00000144158	0.26942
ENSG00000276087	0.2795
ENSG00000253058	0
ENSG00000169570	6.23
ENSG00000206344	7.7578
ENSG00000188399	0
ENSG00000225053	0
ENSG00000274150	0
ENSG00000180714	0
ENSG00000229373	0.43274
ENSG00000230392	0.4154
ENSG00000263546	0
ENSG00000237478	0
ENSG00000258570	0
ENSG00000252822	7.8887
ENSG00000021355	76.6678
ENSG00000197565	14.6143
ENSG00000154646	0.014848
ENSG00000177675	16.9641
ENSG00000228208	0.13248
ENSG00000198887	39.6764
ENSG00000155158	15.9981
ENSG00000128578	24.4941
ENSG00000268129	3.2312
ENSG00000233158	0.30683
ENSG00000228182	0
ENSG00000278617	0
ENSG00000257405	0
ENSG00000261043	0.162
ENSG00000208308	0.73887
ENSG00000199030	0
ENSG00000229400	0
ENSG00000266675	12.5824
ENSG00000169717	0
ENSG00000260927	3.2557
ENSG00000169629	23.3052
ENSG00000232922	0
ENSG00000206854	0
ENSG00000255951	0
ENSG00000227017	0.32941
ENSG00000269321	0.31368
ENSG00000241143	0.47372
ENSG00000198914	0
ENSG00000234859	0.84956
ENSG00000264172	0
ENSG00000230539	0
ENSG00000253568	0
ENSG00000225563	0.37447
ENSG00000274660	19.943
ENSG00000202534	0
ENSG00000175319	0
ENSG00000236287	43.5012
ENSG00000237505	0.10046
ENSG00000235002	0.2592
ENSG00000279243	0.30451
ENSG00000207117	2.4405
ENSG00000272277	0.73619
ENSG00000265484	0.60741
ENSG00000109065	66.8578
ENSG00000153832	4.7025
ENSG00000233668	0.67948
ENSG00000254760	1.0686
ENSG00000228692	0.89424
ENSG00000135372	116.7806
ENSG00000196411	47.084
ENSG00000199540	2.2181
ENSG00000205663	15.5505
ENSG00000189052	0
ENSG00000264319	0
ENSG00000243107	0.87927
ENSG00000252377	0
ENSG00000215102	0.050954
ENSG00000224372	0
ENSG00000231731	12.5576
ENSG00000205702	2.8896
ENSG00000248739	0
ENSG00000066735	0.006958
ENSG00000236797	0
ENSG00000161395	9.376
ENSG00000259343	1.7305
ENSG00000234860	0.23909
ENSG00000278052	0
ENSG00000169248	0.18941
ENSG00000272304	0.8665
ENSG00000133661	0
ENSG00000243081	0.7967
ENSG00000281574	0
ENSG00000239443	0.28601
ENSG00000260362	0
ENSG00000265511	1.6494
ENSG00000271086	0.15936
ENSG00000207627	2.9643
ENSG00000267448	1.4451
ENSG00000265994	0
ENSG00000184616	0.51241
ENSG00000177257	0
ENSG00000221753	12.5995
ENSG00000270850	0.42514
ENSG00000064313	45.8959
ENSG00000228839	3.8974
ENSG00000251186	0.5554
ENSG00000249931	0.93403
ENSG00000167258	79.9523
ENSG00000111247	51.0829
ENSG00000280409	1.125
ENSG00000124380	144.3472
ENSG00000252404	0
ENSG00000226336	0
ENSG00000203307	0.94375
ENSG00000105011	29.0642
ENSG00000264829	1.1263
ENSG00000236824	1.5912
ENSG00000252887	2.9252
ENSG00000250950	2.7671
ENSG00000151208	55.0384
ENSG00000266257	1.2471
ENSG00000271113	0
ENSG00000136197	2.9791
ENSG00000131469	2853.1994
ENSG00000162783	6.0859
ENSG00000133027	20.6349
ENSG00000151893	40.7958
ENSG00000229465	0.084535
ENSG00000199095	0
ENSG00000260509	0.092774
ENSG00000276745	4.666
ENSG00000222499	0
ENSG00000255533	0.57346
ENSG00000271596	1.1995
ENSG00000243591	3.951
ENSG00000232504	0.077797
ENSG00000232987	1.1971
ENSG00000169662	0
ENSG00000187048	0.31108
ENSG00000131037	12.3592
ENSG00000239953	1.7441
ENSG00000276179	0
ENSG00000014138	24.151
ENSG00000251213	0
ENSG00000204982	0
ENSG00000230001	0.13286
ENSG00000274242	0
ENSG00000122390	56.437
ENSG00000180806	5.103
ENSG00000258662	0
ENSG00000251696	0
ENSG00000279874	0
ENSG00000269386	4.1129
ENSG00000248174	0.48793
ENSG00000223691	0.032528
ENSG00000163918	68.8059
ENSG00000101745	47.5528
ENSG00000252914	0
ENSG00000178199	1.8599
ENSG00000174808	0.12592
ENSG00000261701	36.5282
ENSG00000261135	2.7663
ENSG00000254342	0
ENSG00000207062	6.8638
ENSG00000277371	5.6046
ENSG00000278709	0
ENSG00000228274	6.7008
ENSG00000266767	0.75529
ENSG00000271623	0.12114
ENSG00000280893	0.63508
ENSG00000199122	2.3234
ENSG00000183935	0.55955
ENSG00000222526	9.3831
ENSG00000138109	1.1557
ENSG00000243738	3.654
ENSG00000059769	16.779
ENSG00000129862	0.23981
ENSG00000187180	0.48159
ENSG00000138083	0.065657
ENSG00000273051	0
ENSG00000276206	0
ENSG00000188868	28.1361
ENSG00000227109	1.7543
ENSG00000162723	0.4512
ENSG00000145990	11.0795
ENSG00000014216	82.8361
ENSG00000236379	0
ENSG00000258809	0.31604
ENSG00000279901	3.1192
ENSG00000269896	1.1686
ENSG00000006704	42.4185
ENSG00000255088	0
ENSG00000281156	10.6901
ENSG00000196503	0.7432
ENSG00000167770	78.1616
ENSG00000276180	1.7417
ENSG00000225655	0.41576
ENSG00000126903	11.5311
ENSG00000207209	0
ENSG00000256306	0
ENSG00000272369	3.7838
ENSG00000228301	0
ENSG00000221335	0
ENSG00000270432	0
ENSG00000249996	0.61848
ENSG00000280920	0
ENSG00000275015	0
ENSG00000123144	93.0579
ENSG00000184182	102.9168
ENSG00000187690	0
ENSG00000252469	10.7115
ENSG00000273561	7.8206
ENSG00000250532	0.312
ENSG00000259435	0
ENSG00000228784	0.3425
ENSG00000224464	0.17701
ENSG00000254852	0.51395
ENSG00000236889	4.9424
ENSG00000234952	0
ENSG00000213740	0.058617
ENSG00000138593	33.5241
ENSG00000229047	0
ENSG00000271178	0
ENSG00000188487	0.16912
ENSG00000283000	1.1187
ENSG00000278144	0
ENSG00000172869	17.4548
ENSG00000255115	3.8925
ENSG00000161547	239.8216
ENSG00000243173	1.0428
ENSG00000000460	18.8158
ENSG00000281666	0
ENSG00000276690	0
ENSG00000253661	0
ENSG00000227593	0
ENSG00000207719	2.67
ENSG00000128512	49.3386
ENSG00000182400	101.0488
ENSG00000258244	0
ENSG00000251278	0
ENSG00000237032	0
ENSG00000221845	0.078012
ENSG00000214003	0
ENSG00000187837	49.4144
ENSG00000272370	0.95216
ENSG00000175895	27.5971
ENSG00000119231	32.8622
ENSG00000226428	0
ENSG00000235698	0.046383
ENSG00000196460	0.3101
ENSG00000261766	2.2844
ENSG00000240554	0
ENSG00000126522	53.0767
ENSG00000230066	0.18355
ENSG00000256790	0
ENSG00000201945	0
ENSG00000271205	0
ENSG00000065371	0.10907
ENSG00000163156	56.0579
ENSG00000222108	8.283
ENSG00000266349	0
ENSG00000106351	42.5531
ENSG00000229557	1.3732
ENSG00000199187	0
ENSG00000264895	0.35644
ENSG00000204136	0.029341
ENSG00000099810	62.5212
ENSG00000227620	0.16254
ENSG00000248266	0
ENSG00000183378	0.080185
ENSG00000165434	3.5117
ENSG00000235725	0.27809
ENSG00000251788	2.2343
ENSG00000213295	0.36004
ENSG00000279966	1.343
ENSG00000223783	0
ENSG00000272880	0.1418
ENSG00000204025	0
ENSG00000214513	0.22781
ENSG00000203909	0
ENSG00000121413	0.57526
ENSG00000105613	3.8946
ENSG00000057657	0.26241
ENSG00000270497	0.52804
ENSG00000207154	1.5839
ENSG00000277463	4.4535
ENSG00000258754	0.8564
ENSG00000254434	0
ENSG00000105928	79.2599
ENSG00000280502	3.631
ENSG00000228366	0.70835
ENSG00000233222	1.1252
ENSG00000266859	7.4178
ENSG00000221280	52.2939
ENSG00000231888	0.41201
ENSG00000264922	0
ENSG00000280985	0
ENSG00000238854	0
ENSG00000252980	0
ENSG00000199697	0
ENSG00000259017	1.9862
ENSG00000175866	45.0377
ENSG00000273143	6.3321
ENSG00000135473	38.498
ENSG00000187272	0
ENSG00000262539	0.19504
ENSG00000269505	0
ENSG00000257563	0.069176
ENSG00000243710	0.99715
ENSG00000138175	5.9017
ENSG00000181524	1.9087
ENSG00000251815	8.893
ENSG00000129951	0.10798
ENSG00000250597	0
ENSG00000223810	0
ENSG00000064999	14.2137
ENSG00000260036	0.092977
ENSG00000281248	0
ENSG00000255060	0
ENSG00000267002	27.4756
ENSG00000232031	0.22331
ENSG00000276272	5.5794
ENSG00000270524	0
ENSG00000221427	4.087
ENSG00000174165	6.6961
ENSG00000107537	45.4582
ENSG00000239480	0.89484
ENSG00000244456	2.1027
ENSG00000214856	0
ENSG00000200215	0
ENSG00000254944	0
ENSG00000228876	0
ENSG00000231915	0
ENSG00000275107	3.272
ENSG00000263165	8.4327
ENSG00000205847	0
ENSG00000235160	0
ENSG00000107105	0.25805
ENSG00000268797	0
ENSG00000273653	11.4316
ENSG00000250624	0
ENSG00000259527	0
ENSG00000224556	0
ENSG00000166153	6.3994
ENSG00000118680	479.0236
ENSG00000164163	234.0001
ENSG00000255207	0
ENSG00000278236	3.289
ENSG00000243265	0.48202
ENSG00000266294	12.5024
ENSG00000116005	107.6262
ENSG00000136861	62.2929
ENSG00000113520	0.45154
ENSG00000227685	0
ENSG00000276782	0
ENSG00000239627	0
ENSG00000170325	9.537
ENSG00000181215	0.01275
ENSG00000116690	0.078254
ENSG00000221937	0.06219
ENSG00000230158	0
ENSG00000237124	0.20064
ENSG00000251250	0
ENSG00000258336	0
ENSG00000225182	0
ENSG00000228903	0.35196
ENSG00000272462	3.9576
ENSG00000282950	0.15473
ENSG00000235670	0.20095
ENSG00000122852	0.31352
ENSG00000125337	2.5636
ENSG00000111530	81.3795
ENSG00000127580	2.4052
ENSG00000277045	0
ENSG00000246394	0.20996
ENSG00000214578	10.1232
ENSG00000092330	46.0869
ENSG00000151923	140.0618
ENSG00000254499	1.9441
ENSG00000280567	2.2164
ENSG00000233287	0
ENSG00000266321	0
ENSG00000276929	0
ENSG00000162813	40.2269
ENSG00000165983	26.5114
ENSG00000229649	0.17683
ENSG00000199279	0
ENSG00000227712	1.0471
ENSG00000243775	1.9666
ENSG00000275591	0.078154
ENSG00000262001	73.9352
ENSG00000255717	337.7768
ENSG00000274426	0
ENSG00000204117	0.31833
ENSG00000262484	0.25783
ENSG00000156017	34.68
ENSG00000248358	0.99631
ENSG00000225329	0.18085
ENSG00000258846	0.039731
ENSG00000069122	0.34
ENSG00000165526	39.1184
ENSG00000235817	0.25801
ENSG00000008516	1.0821
ENSG00000223875	13.6609
ENSG00000279009	0
ENSG00000165349	0.2085
ENSG00000281193	0
ENSG00000143569	132.5571
ENSG00000232096	0.62179
ENSG00000277555	2.7461
ENSG00000254526	0
ENSG00000270589	1.7413
ENSG00000221372	0
ENSG00000270106	1.207
ENSG00000125388	5.1331
ENSG00000199306	2.4424
ENSG00000180613	0.24038
ENSG00000005189	9.6499
ENSG00000243802	0.35406
ENSG00000196663	6.6637
ENSG00000259109	0.89679
ENSG00000204091	0
ENSG00000244038	281.1914
ENSG00000249550	17.9591
ENSG00000252023	0
ENSG00000198019	0.068518
ENSG00000261293	0.34061
ENSG00000106554	81.3557
ENSG00000271781	1.9004
ENSG00000141376	21.363
ENSG00000163359	0.40981
ENSG00000251907	0
ENSG00000213414	0
ENSG00000225839	6.5057
ENSG00000181616	0
ENSG00000162881	7.3485
ENSG00000157837	51.7186
ENSG00000172320	0
ENSG00000197852	7.4164
ENSG00000281220	6.8341
ENSG00000220181	0
ENSG00000179406	92.583
ENSG00000221519	3.9019
ENSG00000242611	0
ENSG00000239572	0.080334
ENSG00000260128	2.3342
ENSG00000154920	17.9703
ENSG00000112619	0.20866
ENSG00000228968	0
ENSG00000255152	7.7743
ENSG00000237189	1.5866
ENSG00000196661	0
ENSG00000263257	1.1664
ENSG00000279493	1.4085
ENSG00000261320	0
ENSG00000165810	0.77769
ENSG00000198598	1.1699
ENSG00000200281	0
ENSG00000273745	9.407
ENSG00000268889	0.46654
ENSG00000224648	0.7652
ENSG00000250716	0
ENSG00000259619	0.30527
ENSG00000203436	2.1811
ENSG00000188517	0.022703
ENSG00000176700	13.9281
ENSG00000199790	0
ENSG00000213924	0.0459
ENSG00000278328	0
ENSG00000163820	10.4189
ENSG00000229111	0.61114
ENSG00000222145	0
ENSG00000170909	18.9645
ENSG00000239719	3.7478
ENSG00000217289	0
ENSG00000276874	0.13856
ENSG00000227777	4.0497
ENSG00000168090	75.5705
ENSG00000253845	0
ENSG00000225840	95.4612
ENSG00000108389	41.9967
ENSG00000274008	39.5009
ENSG00000269032	1.4766
ENSG00000232633	0.27355
ENSG00000112335	153.8251
ENSG00000202245	0
ENSG00000251342	0
ENSG00000279520	1.4683
ENSG00000272554	1.5276
ENSG00000240738	0.21872
ENSG00000258428	0.87346
ENSG00000277137	2.3799
ENSG00000268916	0.20078
ENSG00000216098	0
ENSG00000265195	22.9397
ENSG00000280659	0
ENSG00000148175	174.0802
ENSG00000233379	0.15789
ENSG00000237190	28.7504
ENSG00000254471	0.085554
ENSG00000231442	0.044562
ENSG00000124479	0.10361
ENSG00000001036	168.3514
ENSG00000146909	24.3286
ENSG00000171759	720.7804
ENSG00000236025	0
ENSG00000259054	0.26289
ENSG00000224083	0.11635
ENSG00000273180	0.28642
ENSG00000185651	66.3948
ENSG00000150991	1196.4511
ENSG00000176222	4.1205
ENSG00000234571	0.012492
ENSG00000262576	0.58179
ENSG00000211542	0
ENSG00000127125	48.5875
ENSG00000172771	1.7654
ENSG00000258938	0.29018
ENSG00000066379	121.5853
ENSG00000223967	0
ENSG00000218991	0.069338
ENSG00000281285	0
ENSG00000267159	6.0015
ENSG00000004846	0.24955
ENSG00000250151	39.4121
ENSG00000232188	0
ENSG00000265222	0.32085
ENSG00000204183	0.1574
ENSG00000216125	0
ENSG00000253280	0
ENSG00000277647	0
ENSG00000254618	0.66405
ENSG00000135503	15.3809
ENSG00000221464	2.7908
ENSG00000249642	0
ENSG00000275710	4.0181
ENSG00000182873	9.1326
ENSG00000102076	0
ENSG00000233406	0.16634
ENSG00000184588	0.39557
ENSG00000090975	18.0172
ENSG00000214671	0.27281
ENSG00000252115	0
ENSG00000273327	0.3019
ENSG00000226047	0.78855
ENSG00000231952	1.008
ENSG00000261385	0
ENSG00000155085	8.6261
ENSG00000029364	41.8905
ENSG00000233380	0.13634
ENSG00000224110	0.062461
ENSG00000240173	0.60666
ENSG00000236535	0.99747
ENSG00000257747	0
ENSG00000198060	71.8997
ENSG00000222776	0
ENSG00000201564	0
ENSG00000229742	0.20806
ENSG00000280094	0.030483
ENSG00000128918	21.6524
ENSG00000276456	41.6883
ENSG00000255244	0
ENSG00000227359	7.3092
ENSG00000281312	0
ENSG00000186197	1.345
ENSG00000198856	341.5227
ENSG00000172137	1.9424
ENSG00000232215	0
ENSG00000055950	46.0635
ENSG00000270708	0
ENSG00000232698	0.1995
ENSG00000242703	0.067678
ENSG00000206147	0.18034
ENSG00000237847	0
ENSG00000253790	0
