"Gene.name"	"SRR2153294"	"SRR2153296"	"SRR2153298"	"SRR2153300"	"SRR2153302"	"SRR2153304"	"SRR2153306"	"SRR2153308"	"SRR2153310"	"SRR2153312"	"SRR2153314"	"SRR2153316"	"SRR2153318"	"SRR2153319"	"SRR2153321"
"0610009B22Rik"	273.99978	293.0001	204.00019	248.923	232.00037	175	203	220	207.99951	99.00003	212.00019	233.866	238.99982	181	228
"0610010F05Rik"	334.81151194015	331.11749	246.76626	223.350800385974	285.84098163	218.97904	144.086758	192.85094	229.022748613083	173.49892871	238.003870021264	251.32275	373.8589	247.99954	175.359952385
"0610010K14Rik"	80.614739	137.67728	130.8012289	112.62352	145.84017	84.1049800471643	227.0364	116.03558	110.644876731	67.9622900754922	87.774720989949	95.13727	125.64383762	81.08534	92.891376267
"0610012G03Rik"	433.237	363.921	332.451	283.345	307.47	278.459	645.916	279.203	260.877	199.292	230.054	303.037	362.422	260.516	534.124
"0610030E20Rik"	478.488	481.586	401.502	510.832	473.428	353.194	381.368	328.438	411.282	251.062	435.03	350.522	427.712	374.362	282.584
"0610040J01Rik"	625.99983	533.9082	473.94119	569.7534	533.7567	397.9301	624.0004	403.8209	518.7507	352.9217	419.7741	499.6769	464.7846	397.9291	466.8842
"1110002E22Rik"	14	17	7	11	59.4135	8	18	8	12	5	13	6	8	1.184	14
"1110004F10Rik"	677.0002	787.5512	601.00008	518.99983	722.4072	491.9614	667.8788	486.00036	564.73526	464.45277	422.2349	469.51979	615.2071	518.9023	525.836
"1110008P14Rik"	179.4427	128.4175	160.1088	139.2451	141.5577	90.1308	236.4647	149.8944	118.0877	64.7438	118.3551	163.8927	118.0079	109.5894	183.6459
"1110012L19Rik"	226	287	186	175	228	136	338	162	176	105	164	143	187	175	246
"1110017D15Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1110025L11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1110032A03Rik"	500.9983	562.5543	414.5325	323.3122	393.9367	350.2341	539.562	407.576	387.5694	317.7461	264.6003	422.6814	546.794	331.0821	458.1905
"1110032F04Rik"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"1110038F14Rik"	76.13479	83.10949	66.585145	50.94782505	75.4816	67.8051745922	166.5606	73.99342	82.66646	45.42278240191	27.6231	76.29403	97.0625	68.2124	107.05396
"1110051M20Rik"	68.91087	83.7152	68.03011	38.58271	64.95574	41.496800429221	89.18745	27.4143	54.30749	38.39378	34.86037	43.42264	48.27295	58.13355	80.40781
"1110057P08Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1110059E24Rik"	401.63937	419.53597	285.76025	251.4302	246.30349	308.81069	324.46029	271.336	210.503	234.12404	149.782	229.64242	365.616123	209.22022	375.05671
"1110059G10Rik"	212.3041	234.845	196.31	191.9722	157.0903	146.1149	269.479	147.1119	148.2939	136.8544	92.4936	135.7712	188.5933	117.1071	226.484
"1110065P20Rik"	157.66510589979	157.3553	131.585144	133.63445	113.345272011286	85.67933	314.71460077	153.1767915	124.51443	84.28911	85.26060442661	127.4247801769	195.0521411252	131.177040046731	234.010218
"1190005I06Rik"	95.00005	96.00003	137.999	104	125	47	163.1837	78.9999724	122.9996	54.77049	55.136	98	118.6501	62	154.00028
"1190007I07Rik"	126.86887	152.3385	109.36193	104.74883	135.75958	85.80424	216.8683	124.57968	104.00005	56.99997	91.49771	112.88815	164.00012	87.7859	175.00022
"1300017J02Rik"	10644.81278	10957.19171	8420.9649	7065.9	7786.78472	7463.20813	9285.19235	7741.23509	6941.66427	5494.90267	6180.11997	7682.84014	8869.353	6656.54828	7971.8192
"1500009C09Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1500009L16Rik"	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
"1500011B03Rik"	4.17395	17.24032	7	9.999996	10	6	12.3941	7.000001	13.2512	3.999997	9.422606	8	8.3816958	7.30557	5
"1520401A03Rik"	0.419431	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1600002K03Rik"	42	53	36	45	44	30	80	42	41	21	30	40	40	28	67
"1600012H06Rik"	515.4908	530.8931	398.0669	483.0853	466.5315	385.8275	404.5439	515.233	411.4148	279.43218	317.8164	471.244	532.1321	322.3077	398.47484
"1600014C10Rik"	3482.0025	3237.6247	3245.9981	2553.9984	2566.2509	2678.0017	2982.99486	2941.6477	2637.26952	1489.00069	1690.9992	3330.2701	3625.8533	1778.73948	2520.99658
"1600014C23Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700001C02Rik"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"1700001C19Rik"	195.9366	189.0444	169.749	160.6214	138.9518	123.30672	214.66400169662	131.81964	158.5446	109.64542	113.9522	128.18694	175.2132	127.97012	133.84684
"1700001F09Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700001J03Rik"	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0
"1700001K19Rik"	3	0	1	0	1.999996	0	1	2	1	0	0	1	1	0	1
"1700001L19Rik"	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0
"1700001O22Rik"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"1700001P01Rik"	0	0	0	1	1	0	0	0	1	1	0	0	0	2	1
"1700003E16Rik"	25	24	29	29	28	18	19	26	29	12	19	33	25.00005	22	20.99998
"1700003F12Rik"	0	1	1	3	4	0	0	3	4	0	0	2	1	0	0
"1700003H04Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700006A11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700007K13Rik"	0	0	0	0	0	0	2.000004	0	0	0	0	0	0	1	0
"1700008O03Rik"	0.694638	0	1.67489	1	0	2	0	0	0	0	2	0	0	2	1.25252
"1700008P02Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700009N14Rik"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"1700010B08Rik"	2	0	0	0	0	0	1	1	1	0	0	0	1	0	0
"1700010I14Rik"	5	1.13119e-06	9	5	8	3.02127	11	6	6	6	4	3	4.23747e-07	3	1.00767
"1700011L22Rik"	2	1	0	0	0	0	0	1	1	0	0	0	0	0	1
"1700011M02Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700012A03Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700012B07Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700012B09Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700012P22Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700013F07Rik"	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
"1700013G24Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700013H16Rik"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"1700014D04Rik"	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
"1700015F17Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700015G11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700016C15Rik"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"1700016D06Rik"	1.32648	1.14775	2.80536	1.6449	0	2.09752	0	1.12322	3.25704	2	1.28325	0	2.89965	1.48679	0
"1700016H13Rik"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"1700016K19Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700017B05Rik"	195.286566	156.00023	167.0002	170.0447	132.878129	100.99999	107.99997	117.95597	158.99965666	75.00001	110.00029	116.11618	106.51065	118.76221	106.00008
"1700017N19Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700018B08Rik"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"1700018F24Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700018G05Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700019A02Rik"	0	0	1	1	2	1	0	0	2	0	0	0	0	1	1
"1700019D03Rik"	12.930700154453	7.000000102707	3.6944900359251	0	10.0000000654722	4.9999990558662	10.0000000654722	6.237600114214	2.0000000668113	1.8472400456863	1.84724011258	5.0000000442166	13.000000106219	2.000000129853	5.0000000200452
"1700019N19Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700020A23Rik"	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
"1700020D05Rik"	6	3	3	6	7	8	0	13	4	2	4	7	9	4	1
"1700020L24Rik"	0	0.453194	0	2	0	2	2.38128	1	3.745272	2	1	3	3	0.834472	3
"1700020N01Rik"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"1700020N15Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700021F05Rik"	285.239	315.91	231.869	200.032	288.048	200.338	583.455	200.364	229.51	163.601	188.822	182.152	289.329	241	346.103
"1700021F07Rik"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700022I11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700024B05Rik"	0	0.9999769	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700024G13Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700024P04Rik"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"1700025B11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700025C18Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"1700025G04Rik"	112.606	98.9497	88.2837	63.3419	141.623	68.8447	71.0778	74.8023	100.296	50.223	77.5042	88.9271	114.775	63.0958	41.0023
"1700028J19Rik"	2	6	4	2	1	4	5	1	8	1	6	5	0	2	3
"1700028K03Rik"	5.44834	9.1614711	0	6.952648	0	5.12562e-05	11.64	0.000123675	0.21773	1.0135692	0.72462145	5.97734e-07	0.00476047	4.22878e-05	0.0133934
"1700028P14Rik"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"1700029F12Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700029H14Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700029I15Rik"	0.000326447	1	3.33558	0	2	1.21102	2.1963457731	3.91956	1	0	1.36761	1.15671	1.15306	0	0
"1700029J07Rik"	19.1053	17.1025	25.0672	6.7214	9.12314	22.73934	18.68735	28.2548	14.04284	8.59454	16.06722	10.58855	20.48148	5.36019	15.00012
"1700029P11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700030J22Rik"	14.000013	7	4	6	7	2	3.999999	6	8	3.999999	10.000004	6	12	4	7
"1700030K09Rik"	60.8972	73.827	58.6267	45.1545	83.4951	46.3457	93.66970687168	41.492	46.43692	48.5827	76.9361	60.02740946382	67.860135	45.482967	63.7063
"1700031F05Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700031L13Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700034E13Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700034I23Rik"	0	2	1.141578	0	0	1	2	2	0	0	0	1	1	1	0
"1700034J05Rik"	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
"1700037C18Rik"	37.4024	54.7209	44.92473	25.075	31.08643	29.4202	27.5855	17.8814	27.812278	25.7367	29.1506	20.68	33.3877	26.4501	34.3401
"1700037H04Rik"	58.66181	45.86886	53.591214	54.83022	60.87616	33.038	91.68726	52.1878	52.1505	41.43417	27.0662	82.63221	54.26157	37.41675	51.1541
"1700040F15Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700042G07Rik"	0	0.288221	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700049E17Rik1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700049E17Rik2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700056E22Rik"	5	7	3.41639	3.24918	5.41639	8	0.249188	5.41639	6.41639	5	0	4.83279	12	5.41639	10
"1700057G04Rik"	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
"1700064H15Rik"	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
"1700066B19Rik"	1	0	1	0	1	1	0	2	1	0	0	0	1	0	1
"1700066M21Rik"	537.225	472.596	412.343	529.115	421.076	270.666	285.832	426.313	386.574	208.564	355.15	410.226	446.748	305.482	277.888
"1700067K01Rik"	0	0	0	0	0	2.51882	7.47931	0	4	0	2.51902	2.39755	6.45466	1.30061	10.1651
"1700067P10Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700069L16Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700074P13Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700080O16Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700084M14Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700086D15Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700088E04Rik"	2.01415	9.91728	1	2.81606	0	2.470338	1.000000179174	0	3	7.44923	0	2.00977	6.6327	2.772900320114	1.28454
"1700092M07Rik"	2	2	0	1	0	2	2	1	0	0	0	0	0	0	2
"1700093K21Rik"	0	0	1.66327	0	0	0	0	0	0	0	0	0	0	0	0
"1700094D03Rik"	62.2658	82.19914	88.576	45.3126	52.2433	38.2115	62.7164	26.3487	45.0629	15.7383	38.9789	45.8426	60.9627	49.605600455933	56.2371
"1700102P08Rik"	20.00002	7	13	9	4	7	1	1	10	1	6	3	8	8	8
"1700109H08Rik"	12	4.3673	5.7355555	6.25736	5.52219	7	0	0.404762	1.01465	3	0	5.24163	6.19296	8.04654	5
"1700113H08Rik"	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0
"1700122O11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700123K08Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700123L14Rik"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"1700123O20Rik"	440.1717	444.8452	313.477	318.7071	385.064	309.92212	414.90659	268.59202	298.0531	220.45084	311.4546	293.07407	326.435279898	317.5024	408.73512
"1700125H20Rik"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"1700129C05Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1810009A15Rik"	128.949	135.777	113.34	105.98	127.496	101.754	244.356	124.156	112.949	84.3574	69.6766	138.118	155.903	95.1387	154.29
"1810009J06Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1810010H24Rik"	71	68.8017	56	43	75	40.99996	134.0002	44.43087	54	32.4472	49.99999	40.9431	47.4228	67.99995	61
"1810013L24Rik"	934	718.978	763	888	836	516	450.9997	448	695	386	551.0004	572	686	428.0004	400.9996
"1810020O05Rik"	0	0	0	0	0	1	1	0	1.71436	2	0	0	2	0	0
"1810024B03Rik"	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0
"1810030O07Rik"	140.78	138.632	135.8	132.877	150.385	108.825	145.739	102.681	125.347	93.7989	117.693	130.646	164.538	97.6984	92.6016
"1810037I17Rik"	351.443	384.231	299	276.646	279.72	253	519.48	243.858	267.425	204	221	257	344.271	237	438.535
"1810046K07Rik"	28	29	19	10	30	28	39	12	29	33	9	7	27	10	8
"1810049J17Rik"	3.0599	1.27056	0	0	4.22866	0	0	2.17121	0	0	1.20733	0	7.8137	1.76093	0
"1810055G02Rik"	694.03	1219.4655	447.6129	616.457	612.5579	878.79840258943	777.74186	985.8711	467.10813	659.40195	417.0243	1151.56490540023	613.9882	1003.971	608.4446030342
"1810058I24Rik"	1367.518	1367.802	1209.129	907.125	1236.546	877.766	2227.68	963.449	1279.286	790.85	838.197	1148.931	1340.786	734.848	1187.984
"1810062G17Rik"	10	6	11	12	14	12	21	11	15	10	9	8	16	6	11
"1810065E05Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2010003K11Rik"	228	272	56	637	223	252	450	547	258	353	221	587	364	264	462
"2010106E10Rik"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"2010109A12Rik"	0	1	0	0	0	0	0	0	1	0	0	1	2	2	0
"2010300C02Rik"	1	6	2	1	3.000003	1	6	3	6	1	0	2	3.000003	2	1
"2010315B03Rik"	264.36096	262.76296	326.36324	211.2964	227.39438	152.213112	232.30918	195.96468	283.13212	185.93868	210.52168	257.15612	255.04786	197.45084	210.00006
"2200002D01Rik"	38.192	57.761	45.5068	33.9233	47.4101	36.6966	118.199	41.8727	33.2305	34.109	15.8712	33.2459	50.4482	31.9167	75.4269
"2200002J24Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2210010C04Rik"	1	0	1	1	1	4	1	2	1	1	1	0	1	0	1
"2210016F16Rik"	393	444.984	340	334	393	302.397	734	356	363.544	253.54	270	325	371	290.521	443.759
"2210016L21Rik"	225.502	204.964	214.207	172.061	205.843	138.517	370.799	175.507	211.004	133.034	138.007	202.72	199.492	138.917	193.351
"2210017I01Rik"	0	1.29479	0	2.13327	0	3.77637	1.47192	3.94	0	0	1.30656	1.30135	3.51006	2.60901	1.46107
"2210407C18Rik"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
"2210408I21Rik"	36.5769	46.80772	25.6596	44.99996	42.255577	31.99997	24.8691	33.00002	33.00002	27.4634	30.04875	43.99999	36.06122	14.79059	27.07101
"2210418O10Rik"	380.754	432.618895	338.89003	267.04177	258.61655	255.252346	319.387908	238.957	281.96111	212.2476	169.517717	230.55362	353.55675	247.6	358.265639
"2300002M23Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2300003K06Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2300009A05Rik"	167.175	130.674	146.333	113.978	125.235	85.6412	191.175	105.386	115.504	57.9974	70.6135	81.2629	137.698	81.7534	222.169
"2310002L09Rik"	8	14.37027	4.66356	4	41	10	11	5	2.265717	1	2	1	5	2.000004	2
"2310003L06Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2310009A05Rik"	108.816	100.846	77.819	77.6823	76.7804	77.6706	183.808	81.7253	72.7486	57.8458	75.7648	98.5818	104.72	74.7928	144.815
"2310009B15Rik"	45.1449	46.482	46.6714	30.5142	40.5847	24.1818	75.6316	40.8833	38.8035	16.5161	36.2242	24.074	53.1809	34.0823	63.6836
"2310011J03Rik"	260	214	226	276	286	232	447	211	262	144	179	213	238	184	293
"2310022A10Rik"	107.2246	95.05553	70.92662	67.39946	69.08619	76.121878	84.74098	53.1684	79.1808051	43.84729	78.998990307	82.4056279744	86.085609	55.8293	59.5711444285
"2310022B05Rik"	291	278	280	263	265	187	240	212	226	208	240	266	258	223	158
"2310033P09Rik"	86.772	72	67.5985	85	88	59	125.708	62.611	52.7045	43.6398	49	59.7838	57	55.5502	60.7893
"2310034C09Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2310034G01Rik"	0	0	0	0	0	0	1	1	0	0	1	0	1	3	0
"2310039H08Rik"	553	545	450	491	494	411	1099	489	475	292	340	386	602	422	707
"2310046K23Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2310050C09Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2310057J18Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"2310057M21Rik"	45.2512	26.27088	32.05248	20.8804	17.12318	25.10961	41.37813	33.6447	20.20926	32.223223	38.01138	29.91392	39.44775	36.34704	33.14711
"2310057N15Rik"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2310061I04Rik"	543.0002	471.96664	415.9997	339.9996	410.13842	342.23311	511.00001	340.0003	393.9367	255.99957	310.85664	436.7488	465.9991	382.00002	455.9999
"2310061N02Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2310079G19Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2410002F23Rik"	296.940219401574	297.61389681466	275.59244	273.234015510965	323.965117000882	210.60331832	214.897351	221.325015	322.00390217367	246.964341	189.65084188935	187.254549	294.9571927857	182.99516707592	185.000031012
"2410004B18Rik"	70.5496	91.6941	52.337	77.61947	59.632	74.2676	107.51413	66.17901	66.07164	35.0919	68.234712	85.3643	77.4472	68.1778	110.6171
"2410004P03Rik"	10.0914	8.27293	8.84145	5.37682	13.7748	6.4212	5.65592	1.10129	5.05992	8.27256	13.9387	5.912437	14.0825	8.21213	5.06019
"2410131K14Rik"	211.305	241.286	211.083	147.987	182.03	160.456	237.147	132.466	130.426	115.462	197.397	151.95	202.188	180.438	175.835
"2410137M14Rik"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"2410141K09Rik"	5.0328	3.871108	3.01285	3	2.00491	0	0	1.0011	0	0	7.02133	0	4.02327	1.04179	0
"2510002D24Rik"	111.15834	113.00025	107.7262	128.611447	154.4676	99.30963	358.59044	77.88268	112.92497	87.17209	40.09019	109.30884	181.75683	92.27134	155.41999
"2510009E07Rik"	156.999906365	158.00042	149.293292	103.292857	139.43624	106.999833	73.00000283037	122.99986	182.09005	97.00001	92	151.958	174.9538	92.19611	64
"2510039O18Rik"	676	600	526	462	574	426	566	396	520	293	382	456	538	446	511
"2610001J05Rik"	256	312.9999	201.00021	237.0004	259.00049	209.00049	330.99987	179.00004	225.99956	150.99997	189.00004	225.9995	233.0003	203.00005	220.9998
"2610002M06Rik"	352.89	399	311.456	358.661	339.774	214.627	270	265.396	302	219.158	248.276	239	302.926	252.797	177
"2610008E11Rik"	136.95549	161.0004	140.97326	123.00043	176.98167	95.00004	140.00022	124.99983	140.99978	117.947	131.99964	137	170.97859	112.99998	88
"2610021A01Rik"	243.6669655	273.62537	195.84006	168.192	219.80607	166.944	108	202.95614	176.74065	99.7926	166.226	155.48547	223.37712	209.51594	140.102
"2610028H24Rik"	0	0	0	1.40728	0	0	0	1.00219	0	0	0	0	0	0	0
"2610042L04Rik"	0	0	0	2.63872	0	0	0	0	0	0	0	0	0	0	0
"2610044O15Rik8"	220.45029	254.32077	222.61009	206.18863	247.77974	156.545319	278.00026	165.00023	188.19273	152.33835	185.31558	161.76325	255.21729	164.000337	207.098558
"2610301B20Rik"	82.7198658	94.8904	73	79	105	61.9771	90.99999	55	77	48.7935	63	60	70.8372	59.2272	63
"2610318N02Rik"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"2610507B11Rik"	4086.89	3657.83	3596.19	3150.31	3438.32	3259.05	1616.44	3206.02	2780.49	2221.06	2261.37	3236.33	3804.52	2798.17	1626.04
"2610528A11Rik"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"2610528J11Rik"	103	119	115	115	114	96	174.0005	115	89	94	82	115	125.9997	84	76.00003
"2700049A03Rik"	75	78	80	71	62	46	57	59.9485	63.6981	57	42	48.99996	75	48	37.9445
"2700062C07Rik"	56.7477	91.7427	69.2988	84.3001	83.5702	64.0579	135.516	66.8788	85.9357	51.1259	68	56.5277	93.95	57.8794	96.3684
"2700081O15Rik"	101.031	73.428	50.7624	85.2355	63.7373	62.96402	77.7877	54.2873	36.4688	56.1588	64.4193	48.372715202	83.1077	47.5134	49.9714
"2700097O09Rik"	30.8788	29.8034	12.7892	16.4017	21.7997	20.7201	42.4847	8.49927	23.8338	17.3071	5.53913	5.34492	21.3321	12.5831	23.5303
"2810004N23Rik"	433.02	438.864	469.459	343.887	386.423	316.308	336.106	322.122	357.691	225.336	236.045	354.962	436.189	304.315	338.043
"2810006K23Rik"	146.36359	135.7987	127.589	140.94219	143.7208	129.77414	155.837	123.195	123.284	88.92628	87.60066	141.399	144.69936	106.70932	118.538
"2810021J22Rik"	37.09703	33.08102	31.00003	30.39672	33.4576	15.5266	26.4961	49.55567	25	25.603262	36.4389	40.6452	37.4261	40.52598	28.48424
"2810408A11Rik"	0.287066	4.679723	2	3.25926	0	3	3.28889	0	0	1.000000147834	0	0	0	1.000000351678	0
"2810459M11Rik"	1179.0035	881.0002	999	1293.9983	1077.0021	629.0004	779.9998	907.9999	1066.0048	473.9999	749.0005	941.9999	1015.9999	715.9999	744.9998
"2900026A02Rik"	1477.408	1167.996	1540.665	1447.948	1729.775	1036.656	908.657100044624	1168.497	1536.967	1197.475	1270.03	1340.2974	1654.66	902.963	601.639300018607
"2900092C05Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3110001I22Rik"	0.0171804	0	33.0397	0.0886949	53	11.51	40	0	18.31	6.24597	0	0	0	6.10643e-07	0
"3110009E18Rik"	8.86631	2	5	5	10	6	14.86907	7	5.85222	4.80419	2.20218	3.70389	3.64276	6	4.000003
"3110021N24Rik"	11.0547	0	7.64709	7.8951	6.41733	2.5975	1.02753	7.72662	8.75188	1.15431	2.36335	9.09094	20.1782	2.74655	1.0158
"3110040M04Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3110040N11Rik"	84.1352	113.73	74.6038	67.028	77.2667	74.5448	134.865	65.7875	50.3853	53.9693	59.1087	73.0734	82.7812	68.4481	78.2866
"3110082I17Rik"	59.77383	78.7802	111.64459	57.94185	50.00478	53.0015	58.0151	47.96252	56.0986	94.811	23.623	30.0057	70.00989	39.07054	31.0847
"3110082J24Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3300002I08Rik"	0	0	0	0	2	0	2	0	0	0	0	1.32171	2.72156	0	0
"3425401B19Rik"	13.1831	16.417	16.9708	20.3312	131.777	7.37324	31.1669	4.12744	11.5519	7.09178	11.187	11.0906	11.1844	8.11216	9.05916
"3830403N18Rik"	1	2	0	0	2	14.5666	2.10326	0	1.04049	0	1	0	1	0	3.19592
"3830406C13Rik"	211.5065468739	254.18337	174.13179	180.60844	190.98638361571	145.5032586404	266.1821	209.612299508496	178.70950925	134.9942908363	100.845617	200.02008	218.326060111283	139.542600016151	177.77992
"3830417A13Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4430402I18Rik"	12.14762	11.7829648259	16.40640020144	18.0951	13.2399	7.23345	15.83588	4.2605	4.6473	10.80278	7.59676	7.21265	13.05587	8.96938	5.64116
"4632433K11Rik"	5.09177	0	1.51016	2.26876	3.18011	1.84103	5.62341	3.49425	6.24521	2.20838	0.465353	0.875776	3.3908	0	6.42311
"4833420G17Rik"	668.2593	670.5233	506.4414	461.6987	336.8204	408.4145	566.2614	389.18843	424.3558	421.8104	371.7061	443.7019	440.0104	481.5703	341.2584
"4833427G06Rik"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"4833439L19Rik"	1364.88958	1157.96598	1005.01088	890.18121	836.42428	866.23316	834.982	813.734	835.00164	519.4062	755.225	1069.62805	968.30762	910.09675	856.695
"4921504E06Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4921507P07Rik"	9	7	13	18	16	5	4	6	22	3	13	10	16	7	6
"4921509C19Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4921511C20Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4921517D22Rik"	0	0	0	0	1.00015	0	0	0	0	0	0	0	0	0	1
"4921524J17Rik"	209.052	228.404	140.557	109.699	151.89	130.828	178	82	144.658	84.395	106	104.937	155.507	128	151.89
"4921524L21Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4921536K21Rik"	2	2	1.04346	2	2	2	1.08053	0	1	0	0	1	1.26458	1.01952	0
"4921539E11Rik"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
