"Gene.name"	"SRR2153293"	"SRR2153295"	"SRR2153297"	"SRR2153299"	"SRR2153301"	"SRR2153303"	"SRR2153305"	"SRR2153307"	"SRR2153309"	"SRR2153311"	"SRR2153313"	"SRR2153315"	"SRR2153317"	"SRR2153320"
"0610009B22Rik"	28.349301	30.88758	31.97044	16.040812	31.52114	28.03685	33.4511	32.809	27.96113	31.87112	32.1919	32.6837	35.42607	27.69316
"0610010F05Rik"	6.470817	8.384292	6.964464	4.1122069035	6.4067060168078	7.75942475041416	9.537653056065	8.06553075	3.859946	4.789616920963	6.383962	4.962143	8.749953	8.175544
"0610010K14Rik"	15.755013	15.1881730008368	18.526879135691	25.5862072	16.27728158	19.4193290895622	19.313180132639	25.1500320019572	19.9412454111	27.8711825	18.584845	18.7693500987359	20.124943776	18.336045
"0610012G03Rik"	32.2699	35.8824	32.1967	44.8489	32.3417	33.0527	31.5988	31.1895	47.1295	35.2694	33.166	35.5642	34.3793	31.1185
"0610030E20Rik"	4.45854	4.61722	4.7325	2.6121	3.76708	4.23856	4.46972	5.4517	4.12708	4.9568	4.24708	4.75422	4.89934	3.28252
"0610040J01Rik"	5.232431	5.689695	6.55104	8.450422	6.62384	5.07043	6.221308	4.78413	6.67514	6.399576	6.39058	5.54815	5.87304	5.520105
"1110002E22Rik"	15.9727	13.5502	16.8949	14.4134	23.4639	16.5606	15.4125	15.0265	9.35848	16.2801	20.8025	19.4409	14.9904	15.4523
"1110004F10Rik"	39.68887	38.101853	41.486603	35.603118	37.863156	40.504528	37.295339	41.795531	33.3911670080703	42.962432	40.511599	41.917967	39.451713	34.739047
"1110008P14Rik"	30.420205	24.896494	27.210554	40.97166	26.238514	24.952725	26.548325	32.193245	28.268988	30.511685	29.690113	31.585226	25.103247	26.437409
"1110012L19Rik"	15.0924	19.7016	22.2107	13.7634	19.1548	15.9034	21.4105	18.001	22.6381	16.7305	17.0922	15.4704	21.4792	18.958
"1110017D15Rik"	0	0	0	0	0	0	0	0.140059	0	0	0.171258	0	0	0
"1110025L11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1110032A03Rik"	15.75629	16.79366	20.97841	18.3897	21.48687	16.99141	17.69583	24.21386	24.97636	24.52243	19.85833	18.90103	21.7601	20.43972
"1110032F04Rik"	0	0	0	0.029997	0	0.0314285	0	0	0	0	0	0.0355455	0	0
"1110038F14Rik"	14.00573	14.938099	13.583211	24.27365	9.906073	14.326159	11.665029	13.129631	16.64617	17.72451	12.09399	11.801686	12.394324	12.043691
"1110051M20Rik"	16.46734	13.26149	13.43999	20.12952	13.4325	16.12949	16.13589	13.45739	12.33898	19.753211059	15.38743	16.26556	15.4698	14.5616
"1110057P08Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1110059E24Rik"	5.498424	4.0377	4.56864	3.23039	4.77258	4.242421	3.67762	6.66667	5.17514	6.03819	4.808656	3.97105	4.599405	4.412953
"1110059G10Rik"	8.44883	7.591269	10.54425	5.154205	7.449	9.40896	7.53568	8.3462	10.96774	11.98246	9.6393	9.99817	8.471862	8.66855
"1110065P20Rik"	15.911425	16.3941476	14.66178	28.85455	17.6115900261453	11.393401	15.976083	17.5096825	26.527263	16.04696	18.264726	16.611015238827	14.60719322556	16.993096
"1190005I06Rik"	0.136482	1.27354	0.895914	2.032848	1.664209	0.374491	0.69757	2.32203	1.95968	0.781522	0.676019	0.657946	1.573397	0.799541
"1190007I07Rik"	36.101855	27.92535	32.24086	40.73703	28.3465410130884	31.81354	30.61712	32.77684	43.223745	31.71175	34.85246	31.0550387659	31.27711	32.62484
"1300017J02Rik"	1.24781	0.836974	1.5724	2.405875	1.086158	1.521774	1.12433	0.809514	1.53555	1.31429	1.181646	1.1100417	0.8496386	1.20542000846585
"1500009C09Rik"	0	0	0	0	0	0	0	0.0545887	0	0	0	0	0	0
"1500009L16Rik"	0.561775	0.502019	1.098724	0.779893	0.435319	1.564252	0.567678	0.610215	0.743328	0.382653	0.354327	1.061498	1.17589	0.827326
"1500011B03Rik"	0.938564	0.629046	0.992525	1.18483	0.340365	1.422582	0.998602	1.83391	1.035305	0.639304	1.20701	1.40399	1.2010403	0.301769
"1520401A03Rik"	0	0	0	0	0	0	0.0331775	0	0	0	0	0	0	0
"1600002K03Rik"	13.5659	13.6585	13.3988	42.5432	10.6256	14.9585	15.8358	16.5039	20.7554	16.8176	14.4145	19.1396	15.9457	11.4543
"1600012H06Rik"	5.57541	5.82841	7.14961	4.3614137	6.008042	6.502765	5.94805	7.77016	5.542537	5.66072	5.588842	6.095701	6.986231	6.09362
"1600014C10Rik"	12.756842	13.5422	12.942644	14.260141	17.246163	13.53994	14.370931	14.724508	12.755633	13.415217	14.477802	12.985874	15.048607	13.276138
"1600014C23Rik"	0	0	0	0	0	0.111205	0	0.108453	0	0	0	0	0	0
"1700001C02Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700001C19Rik"	0.1407358	0.041662	0.1835014	0.237338	0.0510336	0.1045002	0.0570486	0.050957	0.0475322	0.1278164	0.062308	0	0	0
"1700001F09Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700001J03Rik"	0.455851	0.663304	0.544392	1.06524	0	0.507724	0.270767	1.08845	0.835755	0.606708	0.302729	1.12202	0.785219	0
"1700001K19Rik"	1.314444	0.3915424	1.1943	0.698669	0.569393	0.291483	0.799158	1.13708	0.441939	0.895336	0.347592	0.827899	0.922835	0.96789
"1700001L19Rik"	0.0411013	0.0244863	0.110147	0.119739	0	0.1254525	0.136961	0	0.114125	0.1534435	0	0	0	0
"1700001O22Rik"	0.15161	0.515061	0.664311	5.19504	2.42994	0.210019	1.0651	1.12463	1.01716	0.30884	1.06333	0.80302	2.94596	0.904007
"1700001P01Rik"	0	0	0.14876	0	0	0.169431	0	0	0	0	0	0	0.178806	0
"1700003E16Rik"	0.0735404	0.0639802	0.140028	0.2693	0.194716	0.199357	0.134134	0.1182487	0.145085	0.292606	0.146514	0.315661	0.129661	0.0722019
"1700003F12Rik"	0.1289408	0	0	0.1370722	0	0	0	0	0	0	0	0	0	0
"1700003H04Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700006A11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700007K13Rik"	0	0.151612	0.248865	0	0.2768477	0	0.618897	0	0	0	0	0	0	0
"1700008O03Rik"	0	0.0629155	0	0	0	0	0	0	0	0	0	0	0.215781	0.0905474
"1700008P02Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700009N14Rik"	0.0627376	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700010B08Rik"	0.0940193	0.0560123	0	0.0999485	0	0.209436	0	0.102126	0.0952624	0	0	0	0	0
"1700010I14Rik"	0.19304	0.0253481	0.1665018	0.226156	0.1014990104283	0.142169	0.1665644	1.8633e-08	0.172442	0.0657355	0.1204415	0.121408	0.100024	0.0944617
"1700011L22Rik"	0	0.102749	0	0	0.0938108	0	0	0	0.0873744	0	0	0	0	0
"1700011M02Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700012A03Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700012B07Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700012B09Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700012P22Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700013F07Rik"	0	0	0	0	0	0	0	0	0	0.191327	0	0	0	0
"1700013G24Rik"	0	0	0	0	0.0847428	0.0867629	0	0	0	0.106121	0	0	0	0
"1700013H16Rik"	0.0647788	0.0771844	0.0633475	0.068864	0	0	0.0787687	0.211094	0	0.176497	0.0860388	0.0816016	0.0761424	0
"1700014D04Rik"	0.0665405	0	0.107464	0.0471579	0.0241289	0	0	0.0240927	0	0	0	0.0279402	0	0
"1700015F17Rik"	0	0	0.591055	0	0	0	0	0	0	0	0	0	0	0.125164
"1700015G11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700016C15Rik"	0	0.684701	0.112391	0.61089	0.250056	0.256017	0.139751	0	1.74675	0.313139	0.152649	0.144777	0	0.67703
"1700016D06Rik"	0	0.0859463	0.122137	0	0.0788702	0.0723256	0.161058	0.208407	0.0632739	0.173549	0	0.236132	0.165744	0.0749246
"1700016H13Rik"	0	0	0	0	0	0.0900134104	0	0	0	0	0	0	0	0
"1700016K19Rik"	0	0	0	0	0	0.101613	0	0	0	0	0	0	0	0
"1700017B05Rik"	0.452401	1.1917152	1.0358673	1.2657662	0.835174	0.474433	0.825	1.260044	1.6137511	0.502456396	1.6842334	0.649242851	0.7691633	0.7110233
"1700017N19Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700018B08Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700018F24Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700018G05Rik"	0	0	0	0.347647	0	0	0	0	0	0	0	0	0	0
"1700019A02Rik"	0	0.259072	0.12102	0	0.157691	0	0	0	0	0	0	0.182599	0	0
"1700019D03Rik"	0.673705	0.82182300103801	0.6060670107518	0.7681590105934	1.32687300234488	0.6680180184565	0.556171	1.3248820122726	0.926877018435	0.65365300780766	0.810005	0.6044200172363	0.89604500738924	0.549596010387
"1700019N19Rik"	0	0	0	0	0	0	0	0	0	0.233172	0	0	0	0
"1700020A23Rik"	0.418396	0.2358414	0.387123	0	0	0	0.154434	0.275913	0	0.34604	0	0	0.232657	0.550789
"1700020D05Rik"	0.401983	0.718448	0.471721	0.2564	0.0874602	0.447725	0.977593	0.698631	0	0.438098	1.06782	0.506375	0.566999	0.0789333
"1700020L24Rik"	0.943449	0.796333	1.393692	2.92349	0.61641	0.987615	0	2.40435	2.106079	0.263475	0.708596	0.965474	0.979591	1.142287
"1700020N01Rik"	0	0.0456726	0.0749696	0.0814982	0	0	0	0	0	0	0.101824	0	0.0901119	0
"1700020N15Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700021F05Rik"	56.0293	61.3054	63.3933	93.4789	62.5987	59.729	57.1463	66.7215	90.2561	56.476	61.6521	58.494	54.773	58.8209
"1700021F07Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700022I11Rik"	0.0190795	0	0	0.060848	0	0.0425011	0.0231999	0	0	0.025992	0.101365	0	0	0.0187322
"1700024B05Rik"	0	0	0	0.10322864	0	0	0	0	0	0	0	0	0	0
"1700024G13Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700024P04Rik"	0	0	0	0	0	0.249659	0	0	0	0	0	0	0	0
"1700025B11Rik"	0	0	0.177	0	0	0	0	0	0	0	0.240402	0	0	0
"1700025C18Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700025G04Rik"	12.0629	12.2035	11.6045	10.246	12.6052	10.3184	12.1423	9.84471	8.21957	10.7852	11.6713	11.16	12.4231	10.7286
"1700028J19Rik"	0.331054	0.12258	0.26828	0.081406	0.130686	0.200702	0.186229	0.0831798	0.243439	0	0	0.0964634	0.141205	0.0589723
"1700028K03Rik"	2.81895e-08	0	0.173238	2.57007e-07	0.000153617	4.89068e-07	4.64322e-10	1.79105e-06	0.000389075	1.08981e-09	0	3.95621e-07	0	0
"1700028P14Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700029F12Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700029H14Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700029I15Rik"	0.365913	0	1.982257	0.356146	0	0.636261	0.347314	0.340286	0	0	0.758739	0	0	0.0752282
"1700029J07Rik"	1.17982	0.645469275745	0.7072956	1.080113	0.425685	1.2972	0.541335	1.354158	0.768007	1.716534	1.08074	1.121607	1.302161	0.5354168
"1700029P11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078653
"1700030J22Rik"	0.0484046	0.0865117	0.1016087	0.05522859	0.157972	0.115728	0	0	0.0526392	0.07077478	0.06900273	0.1308884	0.06106585	0
"1700030K09Rik"	2.068	2.42586	2.26395	2.89689	1.43471	2.354301	2.44939853	2.731215369	2.11711	1.98140683	2.827637	2.604076	2.60501	2.31983
"1700031F05Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700031L13Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700034E13Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700034I23Rik"	0.0312098	0.0557798	0.1045234	0.033178	0.0679036	0.0695224	0.0758998	0.0678016	0.1264894	0.0850342	0.082905	0	0.0733692	0
"1700034J05Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700037C18Rik"	2.039825	1.559932	2.217336	3.323768	1.503456	1.739035	2.778379	2.995275	4.162719	2.743232	2.186856	2.48352	2.888078	1.482692
"1700037H04Rik"	4.12029	5.123453	4.2497	6.089777	2.908061	3.59236	2.942663	7.85254	7.3638	4.65539	4.223943	3.311603	3.20189	3.30808130147
"1700040F15Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700042G07Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700049E17Rik1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700049E17Rik2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700056E22Rik"	0	0.716503	0	0.639264	0	0	0	0.132168	0	0.11703	0	0.324646	0.0420456	0
"1700057G04Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700064H15Rik"	0	0	0	0	0	0	0	0	0.319018	0	0.418189	0	0	0
"1700066B19Rik"	0.116463	0.138766	0.170834	0.0309518	0.181799	0.194573	0.0429263	0.0632524	0.209437	0.198322	0.386712	0.186494	0.136893	0.0571715
"1700066M21Rik"	1.26821	1.28177	1.07639	0.936012	1.32758	1.00746	1.22204	1.66034	1.01829	1.10833	1.33483	0.90428	1.32193	1.25556
"1700067K01Rik"	0.169513	0.151229	0.262825	0.208012	0	0.225897	0.487661	0.137123	0.168081	0	0.125267	0.142019	0.20425	0.119536
"1700067P10Rik"	0	0.0451106	0	0	0	0	0	0	0	0	0	0	0.0859274	0
"1700069L16Rik"	0	0	0	0.136552	0	0	0	0	0	0	0	0	0	0
"1700074P13Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700080O16Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700084M14Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700086D15Rik"	0	0.0441718	0	0	0	0	0	0.0805378	0	0	0	0	0	0
"1700088E04Rik"	1.227876	0.6797	0.570141	0	0.850209	0.341144	0.299401	0.811933281131	1.180743	1.632572	1.153229	2.64709	0.762204	0
"1700092M07Rik"	0	0	0	0	0	0.375109	0	0.365825	0	0.458804	0	0	0	0
"1700093K21Rik"	0	0.164646	0.20817	0	0.214698	0.198239	0.0191525	0.107188	0	0	0	0.124306	0	0
"1700094D03Rik"	0.522328	0.580512	0.539763	4.951172	0.413418	0.597241	0.447404	0.723268	2.406086	0.637237	0.747282	0.516964	1.021776	0.313619
"1700102P08Rik"	0.565294	1.01033	0.552803	0.926979	0.46122	0	0.357108	0.767546	0.286384	0.81636	0.375409	0.356049	1.376698	0.555005
"1700109H08Rik"	2.6672	2.22795	3.85877	2.9752	1.54385	1.59248	2.44969	2.14625	1.57003	2.09533	2.56012	3.21696	2.63839	2.2048
"1700113H08Rik"	1.19209	1.71171	1.415557	1.669575	1.412299	1.718553	1.242465	0.832425	0.949029	0.621809	1.016759	1.239842	1.971713	1.425854
"1700122O11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700123K08Rik"	0	0	0	0.0829066	0	0	0	0	0	0	0	0	0.0916692	0
"1700123L14Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0875318
"1700123O20Rik"	5.641895	7.568351	6.912153	5.632215	7.88398	6.99082	6.22538	8.41562	7.97322	6.97459	8.60296	9.505989	8.79456	4.84036
"1700125H20Rik"	0.0860151	0	0	0	0	0	0	0	0	0	0.176989	0	0	0
"1700129C05Rik"	0	0	0	0	0	0	0	0	0	0.631641	0	0	0	0
"1810009A15Rik"	15.3817	12.5854	15.7853	14.7727	9.27591	15.081	13.2241	13.8885	16.1386	24.8329	12.4255	13.6586	15.2716	13.2213
"1810009J06Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1810010H24Rik"	0.3669049	1.050915	0.358797	1.406438	0.559707	1.146101	0.446143	1.194829	0.893667	0.999018	1.46196	0.462188	0.862535	0.793789
"1810013L24Rik"	28.52443	31.0259	30.4981	13.20508	31.7641	33.137	29.5772	28.2393	13.20961	27.29487	32.15984	31.61954	33.1639	28.88735
"1810020O05Rik"	0	0.0115258	0.0189192	0	0.0210464	0	0	0	0	0	0	0	0	0
"1810024B03Rik"	0.249104	0.234269	0.365399	0.435903	0.0677474	0.138725	0.15145	0.47352	0.315496	0.192005	0.165429	0.156897	0.315148	0.0698322
"1810030O07Rik"	6.6489	6.50906	6.51464	6.03586	5.94703	7.30657	6.31062	8.75702	6.10709	8.80838	6.50555	6.1539	6.89215	6.10069
"1810037I17Rik"	18.8072	18.7864	19.2904	19.2928	17.4157	21.4432	19.6018	23.424	25.7182	24.5355	22.1623	21.9921	22.0232	19.2284
"1810046K07Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1810049J17Rik"	0	0.774187	0	1.40123	1.25074	0	0	1.90849	0	0	0	0.374073	0	0
"1810055G02Rik"	3.144255	3.495987	4.0244253	3.63747	3.219302	3.734769	3.6616131	4.01070241	2.89881249	4.15744	3.688488	3.320087	2.826214	3.840031
"1810058I24Rik"	41.29873	54.31689	43.23677	82.9568	53.4772	58.92885	43.99954	52.93205	95.80134	59.58442	48.66713	47.55036	49.86273	49.16536
"1810062G17Rik"	0.277434	0.110188	0.813911	0.29493	0.100603	0.206003	0.33735	0.803617	0.281102	0.251966	0.368486	0.116494	0	0.272385
"1810065E05Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2010003K11Rik"	0	0.653099	0.670021	0.437022	0.223608	0.305251	0.583191	0.893088	0.34711	0.373359	0	0	0.402676	0.605421
"2010106E10Rik"	0.0627958	0.149643	0	0	0.136626	0	0	0	0	0	0	0	0.0738115	0
"2010109A12Rik"	0.182956	0	0.178914	0	0	0.203776	0.222468	0.397464	0.185375	0	0	0	0	0.179627
"2010300C02Rik"	0.1721764	0.6817155	0.2244951	0.3050569	0.678885	0.0676965	0.147813	0.1246815	0.69781	0.156371	0.1143415	0.1084446	0.591602	0.281738
"2010315B03Rik"	6.539446	5.49399017	5.048154	4.194524	7.35716	6.405856	6.283634	8.791078	4.866024	6.469086	7.1923124	5.81002	6.650886	4.560192
"2200002D01Rik"	0	0.404476	0.469843	1.15037	0.327721	0.336968	0.161262	0.874775	0.370834	0.823028	0.226283	0.207639	0.643716	0.510968
"2200002J24Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2210010C04Rik"	0.275879	0.123267	0.134892	0.109979	0.525207	0.153636	0.293527	0.0749169	0.104823	0.281873	0.274816	0.130321	0.405343	0.237001
"2210016F16Rik"	4.38408	3.67903	3.80316	4.88606	2.84617	3.95001	3.41061	3.90259	4.8958	5.71556	3.53757	3.62168	3.50232	3.1935
"2210016L21Rik"	6.13216	6.82284	5.60033	12.6681	5.65659	6.02068	6.49115	6.39159	8.81988	7.26118	5.95403	5.72045	7.11693	5.2001
"2210017I01Rik"	0.105278	0	0.108882	0.239059	0	0.252144	0	0	0	0	0	0	0.124086	0
"2210407C18Rik"	0	0.173582	0	0	0.21131	0.108174	0	0.105496	0	0.132309	0	0.244688	0	0.286062
"2210408I21Rik"	0.706839	1.478765	0.93654473	0.440247	0.584982	0.861302	0.6657691	1.288535	0.613579	0.768125	0.831239	2.251685	1.57695	0.735785
"2210418O10Rik"	2.39333	2.25286	2.35813	2.3272272	2.30406	2.04326	2.2539637	2.42722	1.51248	2.29972	2.60821	2.4807704	2.4809991	2.1275341
"2300002M23Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2300003K06Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2300009A05Rik"	10.2462	11.3326	10.7213	17.1251	7.87683	14.5348	10.7616	11.5427	15.75	8.748	9.12611	13.2629	11.0111	12.0068
"2310002L09Rik"	80.7803	127.6216	112.2338	80.8879	106.6654	100.9537	103.528	142.678	157.7518	70.1223	85.5963	111.3553	88.0945	143.9609
"2310003L06Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2310009A05Rik"	10.4196	11.4259	14.722	11.5508	14.2859	8.75002	11.3392	15.6588	24.5772	13.5228	8.76367	10.9449	9.44051	13.3806
"2310009B15Rik"	9.45311	11.7921	6.6672	14.3933	10.3364	11.8821	9.55473	10.4139	18.5364	11.2377	9.89206	9.91886	11.5911	10.4359
"2310011J03Rik"	6.49309	6.30996	6.25955	10.1825	7.11367	7.33453	5.99151	7.15301	11.4781	8.46914	7.70662	6.49704	8.38991	6.37491
"2310022A10Rik"	43.272727	44.94088	42.67968	50.602733	43.46735	46.72937	45.44799	40.25205	36.85684	50.72709	56.81183	47.82147	44.64332	40.06284
"2310022B05Rik"	2.68352	3.971	3.57656	4.64722	5.41481	4.3628	2.97359	5.05408	5.26258	4.06851	3.33428	3.1078	3.7902	3.50582
"2310033P09Rik"	1.77498	2.15136	1.67327	4.42448	1.66459	1.56793	1.63734	2.52638	2.91472	1.91902	1.70716	1.85042	2.08634	1.56954
"2310034C09Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2310034G01Rik"	0.11339	0.506644	0.332654	0.421893	0.308381	0.631465	0.137878	0.307918	0.229779	0.231707	0.150604	0.642766	0.266562	0.500969
"2310039H08Rik"	23.6871	22.6893	23.6179	26.5386	18.6946	19.2695	21.0372	33.6754	27.8826	27.5235	23.1331	30.131	19.5169	23.0279
"2310046K23Rik"	0	0	0.132928	0	0	0	0.165288	0	0	3.51842	0	0	0	0
"2310050C09Rik"	0	0	0	0	0	0	1.19029	0	0	5.94965	0	0	0	0.0739286
"2310057J18Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0769234
"2310057M21Rik"	7.61244	6.30786	7.049561	5.163067	10.409213	10.63453	6.66041	7.582472	5.82265	8.31948	6.45244	12.07673	10.439911	11.53768
"2310057N15Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2310061I04Rik"	41.443992	59.17927	53.36505	72.604164759	54.45187	63.86776	55.18392	51.07889	71.425008	54.74228	49.661424	52.274276	50.94555	55.710192
"2310061N02Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2310079G19Rik"	0	0	0	0	0	0	0	0	0	0.262734	0	0	0	0
"2410002F23Rik"	7.5543240035445	7.577202020141	9.31213616	6.095507	6.3843757	9.59298535902	7.14888401579	10.81185209	6.439001	12.14092616	10.026731	8.45146976069	5.5454455074	7.047244765
"2410004B18Rik"	13.29416499031	15.09852	11.62569	13.98231	14.76841	14.8719	13.359327	18.27499	14.60171	16.5575	16.974	13.971496	15.63519	12.63423
"2410004P03Rik"	0.163846	0.188182	0.214075	0.307086	0.158022	0.0974121	0.212026	0.234711	0.198628	0.113957	0.0552705	0.2203455	0.348694	0.107668
"2410131K14Rik"	2.65128	2.79882	2.61884	2.50055	3.09749	3.43392	2.59567	2.79791	2.45641	3.37526	3.08965	3.31559	2.7261	2.54358
"2410137M14Rik"	0.296037	0.411519	0.868488	0.524511	0.405366	0.553372	0.302067	0.674596	0.0999838	0	0.164973	0.469396	0.291996	0.243897
"2410141K09Rik"	0.0562242	0.0168875	0.0553381	0	0.031346	0	0	0	0	0.265762	0	0	0	0.0552008
"2510002D24Rik"	11.21687	9.964480687	12.62086874869	19.4085500047218	9.87774	11.3833	6.944578	13.55762	17.07152	6.901522	14.10567	11.13682	8.0414	8.71585
"2510009E07Rik"	8.065849	7.85507	7.53672	7.56889	12.48011	8.165462	7.01116	8.91578	5.119666	8.84753	7.304163	6.431655	9.626717	6.407866
"2510039O18Rik"	8.64742	8.3439	7.54845	10.0951	8.68577	10.0746	8.38615	7.9524	9.03051	10.7686	8.4203	7.28435	8.23126	6.95349
"2610001J05Rik"	25.788119	25.3087652	25.330859	22.641386	26.425815	27.058392	27.437752	32.26353	28.929479	32.154699	27.676557	25.959129	27.87617	26.309483
"2610002M06Rik"	2.7374	2.6207	2.37299	1.79177	2.44039	2.26337	2.90706	2.7527	1.73198	2.94751	2.58206	2.34905	2.82418	2.45286
"2610008E11Rik"	7.558217	8.036174	6.089789	4.499092	6.751613	8.019385	7.748086	9.20779	3.564383	9.326227	6.449371	9.71882	6.34267	6.044637
"2610021A01Rik"	2.859711	3.115519	2.99806	1.39359	3.030009	2.61192	2.80468	3.25097	1.7148309	2.93113	3.485847	2.23708	3.271468	2.643649
"2610028H24Rik"	0.199293	0.65383194225	0	0.0902188	0.151626	0.377508	0.204006	0.224847	0.328706	0.174237	0.165323	0.783142	0.15793	0.159833
"2610042L04Rik"	0.361547	0	0	0	0.232908	0	0.117999	0	0.0925851	0.171315	0	0	0	0.0724491
"2610044O15Rik8"	25.13067	29.23018	26.523	16.168312	23.21673	32.0753	28.34076	26.74331	18.37402	25.92521	28.75991	28.92552	24.62146	26.13249
"2610301B20Rik"	3.1453	3.619425	3.857518	2.48917	2.45608	3.50321	3.01716	4.023	2.90361	3.659536755	3.9919	2.67295	3.630622	3.05374
"2610318N02Rik"	0.110974	0	0	0	0	0	0	0	0.42218641	0	0	0	0.081442	0
"2610507B11Rik"	63.6024	76.7574	72.4924	48.3192	82.545	65.0432	72.2773	67.6269	36.2455	57.2917	82.3086	69.9121	84.3674	64.6988
"2610528A11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2610528J11Rik"	0	0.05177	0.118848	0.129197	0	0	0	0	0.176095	0.118382	0	0	0	0
"2700049A03Rik"	1.569069	1.248537	0.984684	0.9591137	1.022433	1.428664	1.385477	1.514503	0.697299	2.040936	1.430211	1.38376	1.19956	0.942266
"2700062C07Rik"	2.18526	2.88024	2.02578	2.17602	1.94733	3.33149	2.38481	3.00779	3.8569	1.88533	0.307847	3.70379	2.09051	1.40978
"2700081O15Rik"	0.985953	1.50785	2.4388	2.61845	1.44598	0.652138	1.47028	2.45697	2.03377	1.36696	2.53346	1.1951	2.28787	1.10959
"2700097O09Rik"	2.15506	0.910834	2.31963	1.7602	2.30122	1.40298	1.00825	1.60868	4.68683	2.75917	2.39929	1.98465	1.91045	1.58406
"2810004N23Rik"	16.4942	17.4844	16.502	10.8632	16.3285	20.6162	14.4732	16.838	17.1812	20.684	18.5999	16.418	18.1288	14.9251
"2810006K23Rik"	4.685207	4.8637	5.40017	6.6429088	5.966957	5.243614	4.879438	5.405742	6.760201	5.98359	4.868407	4.311236	5.338766	3.32973
"2810021J22Rik"	1.105206	1.034543	0.853022	0.806384	1.428711	0.645313	0.7628914	0.948181	1.231197	2.156943	1.834904	1.275041	0.6495416	1.305562
"2810408A11Rik"	0.215243000769402	0.0256688	0.0682046	0.17755	0.0905799	0.2760813	0.0654319199634	0.3253580124415	0.291702	0.4080517	0.500297168602	0	0.190948	0.0686589
"2810459M11Rik"	0.085906	0.1025288	0.0840078	0.0913235	0.0700902	0.143522	0.0522293	0.07029924	0.0217604	0.0877724	0.0285249	0.0811614	0.100976	0.063540942
"2900026A02Rik"	5.709992	7.56271	6.165782	7.2282640313066	9.06052	7.118352	6.381387	8.598688	5.095489299378	7.125913	7.218609	6.835238	7.54734	6.615867
"2900092C05Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
