"Gene.name"	"SRR2153293"	"SRR2153295"	"SRR2153297"	"SRR2153299"	"SRR2153301"	"SRR2153303"	"SRR2153305"	"SRR2153307"	"SRR2153309"	"SRR2153311"	"SRR2153313"	"SRR2153315"	"SRR2153317"	"SRR2153320"
"0610009B22Rik"	266.00043	489.9998	306.99973	142.00014	272.9995	237.2008	257.65	282.887	260.0004	219.99975	227	243	283.9996	266.0002
"0610010F05Rik"	309.21351	511.9649	323.76238	228.99980484	254.80080089629	263.976852021571	286.00050267475	298.942882513	193.99995	202.0721736443	226.5625	218.43363	327	351.0002
"0610010K14Rik"	129.52112	220.45426001243	169.37272100029	195.219944	123.31055684	153.295062711538	138.541990965227	180.499570015944	163.3619696553	179.8717557	118.56748	122.028690693565	150.42338854	155.18755
"0610012G03Rik"	603.506	1126.42	615.744	789	556	554.993	485.997	536.997	869.907	484.183	466.999	527.998	547	592.762
"0610030E20Rik"	291.51	506.728	316.416	160.654	226.408	248.814	240.338	328.15	266.318	237.898	209.07	246.76	272.524	218.598
"0610040J01Rik"	135.99982	249.99953	181	210.00028	153.9998	123	134.00046	119	178	114.00044	130	119	135	145.00022
"1110002E22Rik"	2256.21	3212.76	2440.38	1915.17	3046.67	2100.25	1790.41	1954.05	1304.67	1688.04	2212.35	2179.97	1801.44	2223.15
"1110004F10Rik"	693.48103	1142.50596	717.3949	626.96171	633.73282	639.45372	554.99991	701.03156	631.999850088011	581.99987	572.99996	598.87159	579.00014	654.00018
"1110008P14Rik"	240.3664	337.9839	217.2314	319.9621	186.9335	175.0758	169.12846	239.2841	228.6981	175.3685	172.22322	192.10668	171.8479	213.2305
"1110012L19Rik"	204	447	307	175	238	193	238	224	302	166	173.944	166	247	261
"1110017D15Rik"	0	0	0	0	0	0	0	1	0	0	1	0	0	0
"1110025L11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1110032A03Rik"	155.9957	299.3862	223.9475	192.9187	193.1849	148.8535	146.6501	235.0614	244.9547	189.4362	149.668	157.2868	177.6052	216.4763
"1110032F04Rik"	0	0	0	1	0	1	0	0	0	0	0	1	0	0
"1110038F14Rik"	185.1841	332.5799	183.9987	301.7752	120.95842	169.6318	126.91403	157.3865	216.8892	169.1161	119.483	123.08127	141.31862	162.3552
"1110051M20Rik"	485.2148	639.0479	396.8158	585.0707	349.2749	416.2121	363.8338	357.3621	332.5586	436.20958966	335.5631	369.7287	383.7328	430.4388
"1110057P08Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1110059E24Rik"	114.07792	143.671	96.5541	62	93	76.14071	64.1134	130.104	108.273	93.9583	72.1934	66.8255	80.45497	91.30625
"1110059G10Rik"	107.8756	157.6785	139.009	65.4495	97.985	115.7201	91.7301	108.0237	136.028	116.323	92.9095	100.2691	90.6913	111.8734
"1110065P20Rik"	129.78901	220.563111	116.30871	208.6673	126.60834020663	81.40097	99.1228	116.320387	212.86708	88.86699	104.81801	104.92600163001	95.6049235931	130.02874
"1190005I06Rik"	1.34075	21	9	14	9	3.30301	3	21	19	4	5	3.73139	9	8
"1190007I07Rik"	212.58421	295.0001	220.5947	206.99982	165.000170051542	162	158.99975	210.8602	272.64789	156.9999	169.4141	162.5287638195	164.7024	199.5904
"1300017J02Rik"	32.211386	43.6866	50	53.7237	27	31.99996	28.7524	19.999957	47.1263	30	26.16074	20.6514309	22.01608	38.178500215908
"1500009C09Rik"	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"1500009L16Rik"	4	8.94133	8	11	6	11	7	8.000003	11	3.000001	4	4	15	8
"1500011B03Rik"	16	18	17.3022	19	5.33369	17.00005	14	25.80681	11.58571	8	15.4919	19	16.999959	5.23971
"1520401A03Rik"	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"1600002K03Rik"	100	169	101	295	72	99	96	112	151	91	80	112	100	86
"1600012H06Rik"	175.1337	301.3477	214.9272	140.72332	168.0666	179.1467	134.2736	216.0778	182.8308	121.0897	130.94	140.1778	158.1354	179.5507
"1600014C10Rik"	399.00032	781.99963	486.00044	465.99979	451.99968	401.99991	368.99953	459.00042	444.99925	316.00008	381	350.00051	389.9998	453.99977
"1600014C23Rik"	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0
"1700001C02Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700001C19Rik"	3	1.490702	4	4.4347248	1	2	1.000096	1	1	2	1	0	0	0
"1700001F09Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700001J03Rik"	4.09428	10	5	9	0	4.09428	2	9	7.40847	4	2.04714	8	6	0
"1700001K19Rik"	12.999968	7.000002	14	5.999996	6	3	4.999999	12	5	7.000002	3	7.000002	9	5
"1700001L19Rik"	1	1	1	1	0	2	1	0	1	2	0	0	0	0
"1700001O22Rik"	3.34378	19.0679	14.9825	107.78	49.2645	4.15877	19.3189	22.8349	22.141	5	17.657	14.0596	55.2769	20.3076
"1700001P01Rik"	0	0	1	0	0	1	0	0	0	0	0	0	1	0
"1700003E16Rik"	2	3	4	7	5	5	3	3	4	6	3	7	3	2
"1700003F12Rik"	1	0	0	1	0	0	0	0	0	0	0	0	0	0
"1700003H04Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700006A11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700007K13Rik"	0	1	1	0	2.000004	0	2	0	0	0	0	0	0	0
"1700008O03Rik"	0	1	0	0	0	0	0	0	0	0	0	0	1.73831	1
"1700008P02Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700009N14Rik"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700010B08Rik"	1	1	0	1	0	2	0	1	1	0	0	0	0	0
"1700010I14Rik"	4.02654	1	4	5	1.946140237054	3	3.019933	4.24197e-07	4	1.00649	2.00342	2.01034	2	2.00686
"1700011L22Rik"	0	2	0	0	1	0	0	0	1	0	0	0	0	0
"1700011M02Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700012A03Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700012B07Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700012B09Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700012P22Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700013F07Rik"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"1700013G24Rik"	0	0	0	0	1	1	0	0	0	1	0	0	0	0
"1700013H16Rik"	1	2	1	1	0	0	1	3	0	2	1	1	1	0
"1700014D04Rik"	3	0	1	2	1	0	0	1	0	0	0	1	0	0
"1700015F17Rik"	0	0	1	0	0	0	0	0	0	0	0	0	0	1
"1700015G11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700016C15Rik"	0	10	1	5	2	2	1	0	15	2	1	1	0	6
"1700016D06Rik"	0	2.31015	2	0	1.16097	1.03984	2.12101	3.07236	1	2.03999	0	3.00172	2.258	1.22203
"1700016H13Rik"	0	0	0	0	0	1.513363797	0	0	0	0	0	0	0	0
"1700016K19Rik"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"1700017B05Rik"	25.84749	76.00001	39.00002	50.99999	45.0581	25	39.00002	58.62461	52.99998	21.3164322	43.99998	28.99999508	38.00001	28.74242
"1700017N19Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700018B08Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700018F24Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700018G05Rik"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"1700019A02Rik"	0	3	1	0	1	0	0	0	0	0	0	1	0	0
"1700019D03Rik"	34.4546	69.0000000885406	31.000000558719	30.000000506392	30.999990109536	30.000000842083	15.99998	42.000000574151	39.000010924589	24.000000291243	25.000037	24.000000695325	33.999985319459	28.000000537621
"1700019N19Rik"	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"1700020A23Rik"	3.29432	3.000004	2	0	0	0	1	2	0	2	0	0	1	3
"1700020D05Rik"	5	15	6	3	1	5	10	8	0	4	10	5	6	1
"1700020L24Rik"	8.46337	15.2044	13.03588	23.16934	6.44522	10.0861	0	18.16243	18.44474	2.19992	6.06846	6.87018	6.75535	10.87802
"1700020N01Rik"	0	1	1	1	0	0	0	0	0	0	1	0	1	0
"1700020N15Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700021F05Rik"	563.655	1035.21	652.146	884.611	578.882	539.484	472.787	617.935	896.128	417.049	466.965	467.137	468.782	602.708
"1700021F07Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700022I11Rik"	1	0	0	3	0	2	1	0	0	1	4	0	0	1
"1700024B05Rik"	0	0	0	2.000001	0	0	0	0	0	0	0	0	0	0
"1700024G13Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700024P04Rik"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"1700025B11Rik"	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"1700025C18Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700025G04Rik"	1671.5	2838.38	1644.31	1335.51	1605.58	1283.69	1383.67	1255.84	1124.08	1097	1217.62	1227.58	1464.5	1514.16
"1700028J19Rik"	5	3	4	1	2	3	2	1	4	0	0	1	2	1
"1700028K03Rik"	1.21472e-06	0	7.63367	1.04177e-05	0.0060849	1.89213e-05	1.64545e-08	7.10515e-05	0.0165469	3.44717e-08	0	1.35332e-05	0	0
"1700028P14Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700029F12Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700029H14Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700029I15Rik"	1	0	5.75911	1.17292	0	2	1	1.09679	0	0	2	0	0	0.209402
"1700029J07Rik"	37.2488	40.98920793823	25.7798	30.72399	14.8039	44.0617	11.67658	42.66281	25.0392	46.12933	30.7836	27.83499	32.10599	19.807916
"1700029P11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"1700030J22Rik"	2	6	3.999999	2.000005	6	2	0	0	1	2.000005	2.000005	3.999999	2.000005	0
"1700030K09Rik"	82.7275	162.892	92.6126	109.011	52.7581	80.9489	80.5607852	100.58393423	83.587	58.1722687	80.7706	80.3377	88.6572	94.5219
"1700031F05Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700031L13Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700034E13Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700034I23Rik"	1	3	3.42474	1	2	2	2	2	4	2	2	0	2	0
"1700034J05Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700037C18Rik"	35.8768	59.8528	31.08088	49.48766	22.00573	38.459975	27.90562	32.98599	51.90178	29.3394	29.3421	37.70663	20.83584	36.9079
"1700037H04Rik"	58.59538	113.89229	66.45407	86.89837	38.73753	50.6	34.55727	105.7958	107.2249	48.79088	47.1644	39.27297	42.7355	52.8602127872
"1700040F15Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700042G07Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700049E17Rik1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700049E17Rik2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700056E22Rik"	0	14	0	7	0	0	0	1.41639	0	1	0	3	0.416393	0
"1700057G04Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700064H15Rik"	0	0	0	0	0	0	0	0	1	0	1	0	0	0
"1700066B19Rik"	4	8	6	1	5.73974	6	1.21249	2	7.09943	5	10	5.0848	4	2
"1700066M21Rik"	53	89.9137	46	36.7964	51	37.8014	42	63.8794	42	34	42	30	47	53.4439
"1700067K01Rik"	2.78457	4.16987	4.41494	3.21428	0	3.33167	5.53344	2.07369	2.72501	0	1.54928	1.85197	2.39755	2
"1700067P10Rik"	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"1700069L16Rik"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"1700074P13Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700080O16Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700084M14Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700086D15Rik"	0	1	0	0	0	0	0	1	0	0	0	0	0	0
"1700088E04Rik"	11.62742	6	2.71456	0	5.91117	2.31662	2.51703	5.65353172813	17.98696	11.31264	7.84757	15.8937	4.8914918	0
"1700092M07Rik"	0	0	0	0	0	1	0	1	0	1	0	0	0	0
"1700093K21Rik"	0	4.65824	3.58805	0	3.32653	3	0.265485	1.66327	0	0	0	1.66327	0	0
"1700094D03Rik"	22.5154	42.003	23.7926	60.538	16.3815	23.1143	15.8605	28.7022	30.5397	20.1634	24.2527	17.6901	16.42226	13.7694
"1700102P08Rik"	6	12	4	7	3	0	4	5	2.999996	5	2.999996	2	10	5
"1700109H08Rik"	23.4042	32.8153	26.9805	24.558	12.4529	12.546	3.98792	17.3379	13.5969	13.4964	16.9136	22.4087	13.06562	19.7053
"1700113H08Rik"	14	41	21.00002	21.00005	16.00005	19.00004	16.00002	11	12	6	12.00002	14	21.99999	21.00005
"1700122O11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1700123K08Rik"	0	0	0	1	0	0	0	0	0	0	0	0	1	0
"1700123L14Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06509
"1700123O20Rik"	98.88648	202.46284	116.62205	85.48899	96.9901	99.2726	78.5343	127.1352	136.3511	96.0603	102.57439	108.55642	102.5169	96.7242
"1700125H20Rik"	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"1700129C05Rik"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"1810009A15Rik"	142.47	195.667	149.512	128.712	78.9772	125.414	100.731	118.427	147.53	168.838	86.6504	100.429	120.34	124.73
"1810009J06Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1810010H24Rik"	7.624201	25.99997	6.99187	19.99997	9	14.99999	6.99187	17.96568	12	10.97723	14.9756	4.99187	10.98374	11
"1810013L24Rik"	859	1551.002	966	541	973	898	730	841	524.9999	584	689	720	828	781
"1810020O05Rik"	0	1	1	0	1	0	0	0	0	0	0	0	0	0
"1810024B03Rik"	4	6.31434	6	6.58431	1	2	2	7	5	2.26317	2	2	4.30527	1.14212
"1810030O07Rik"	247.514	406.727	247.997	211.364	203.506	244.208	193.198	300.114	224.378	240.699	182.337	181.86	218.279	231.317
"1810037I17Rik"	272.548	456.979	285.868	263	232	279	233.612	312.508	367.837	261	241.809	253	271.523	283.819
"1810046K07Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1810049J17Rik"	0	5.4327	0	5.51045	4.80652	0	0	7.34526	0	0	0	1.24145	0	0
"1810055G02Rik"	80.00001	128.00001	90.000017	81	73	77.17633	60.00001	74.000044	56.999945	72	64.62094	65.0875	60.00002	86.2946
"1810058I24Rik"	425.265	892.892	445.307	688.035	492.591	535.877	374.108	508.161	911.412	419.32	359.214	399.366	439.282	501.471
"1810062G17Rik"	3	2	9	3	1	2	3	8	3	2	3	1	0	3
"1810065E05Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2010003K11Rik"	0	16	10	6	3	4	7	12	5	4	0	0	5	9
"2010106E10Rik"	1	4	0	0	2	0	0	0	0	0	0	0	1	0
"2010109A12Rik"	1	0	1	0	0	1	1	2	1	0	0	0	0	1
"2010300C02Rik"	8	60.99995	10	12	21.00001	4	8	5	29	6.999999	4.999996	4	23	14
"2010315B03Rik"	142.36796	241.06490824	164.65564	103.75434	126.89594	143.32452	124.71288	185.44554	144.45556	126.94688	121.892434	98.08704	137.67172	106.8175
"2200002D01Rik"	0	12.9079	9.13453	20.5735	5.72743	5.75193	2.52139	15.311	6.95832	11.486	3.23907	3.1338	10.4119	9.89464
"2200002J24Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2210010C04Rik"	8	6	4	3	14	4	7	2	3	6	6	3	10	7
"2210016F16Rik"	186	262	165	195	111	150.463	119	152.429	205	178	113	121.978	126.415	138
"2210016L21Rik"	219.944	410.769	205.408	427.416	186.501	193.883	191.47	211.051	312.218	191.176	160.786	162.879	217.169	189.971
"2210017I01Rik"	1	0	1.0576	2.13603	0	2.15033	0	0	0	0	0	0	1.00275	0
"2210407C18Rik"	0	3	0	0	2	1	0	1	0	1	0	2	0	3
"2210408I21Rik"	33.03353	86.47015	43.9999588	21.00003	26.80337	35.54975	36.00001	49.365811	26.49022	23	30.19867	41	43.576585	34.95884
"2210418O10Rik"	128.834	203.562	129.808	117.251744	114.012	98.7526	98.89266	120.286	80.3553	90.8721	105.709	104.89135	112.85209	114.95588
"2300002M23Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2300003K06Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2300009A05Rik"	62.9659	116.898	67.3742	98.9962	44.4962	80.1955	54.3875	65.3025	95.5259	39.462	42.2249	64.7019	57.5678	75.1533
"2310002L09Rik"	1483.76	3868.52	2157.566	1323.395	1917.931	1744.787	1618.099	2477.156	2445.66	936.443	1191.483	1684.634	1459.228	2987.576
"2310003L06Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2310009A05Rik"	48.7934	89.8121	70.4988	50.8819	61.4956	36.7887	43.669	67.5067	113.589	46.4838	30.8983	40.6871	37.6107	63.8207
"2310009B15Rik"	53.903	112.865	38.8763	77.2036	54.1792	60.8311	44.8059	54.6675	104.318	47.037	42.4681	44.8988	56.2302	60.6103
"2310011J03Rik"	141	230	139	208	142	143	107	143	246	135	126	112	155	141
"2310022A10Rik"	1021.73755	1856.9919	1101.5165	1231.82264	972.1093	1073.7002	893.12094	954.1364	975.393	950.23787	1011.1583	948.2727	922.2189	1077.382
"2310022B05Rik"	124	308	169	202	230	181	113	215	240	138	116	114	149	165
"2310033P09Rik"	29	59	27.9561	68	25	23	22	38	47	23.0151	21	24	29	26.119
"2310034C09Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2310034G01Rik"	2	15	6	7	5	10	2	5	4	3	2	9	4	9
"2310039H08Rik"	204	328	208	215	148	149	149	267	237	174	150	206	143	202
"2310046K23Rik"	0	0	1	0	0	0	1	0	0	19	0	0	0	0
"2310050C09Rik"	0	0	0	0	0	0	13	0	0	58	0	0	0	1
"2310057J18Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"2310057M21Rik"	169.38721	248.8287	161.7477	123.7102	209.10311	214.4202	131.0548	143.92369	183.9231	124.0483	127.5202	200.7863	163.61808	247.1803
"2310057N15Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2310061I04Rik"	635.99996	1368.8717	680.5603	964.22250439	637.669	715.7569	562.6273	621.2097	960.0001	542.6804	520.98408	517.00029	574	784.19705
"2310061N02Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2310079G19Rik"	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"2410002F23Rik"	186.56189017965	362.69954171351	277.314434	154.033063	181.51477	233.138775385	189.737865744	314.2887217	205.27674	264.887392	192.12722	188.4070795546	158.000043671	201.19118847
"2410004B18Rik"	199.3594266125	350.913	182.2702	212.146	183.391	190.2101	169.1237	216.7367	221.8835	159.54244	163.8269	153.88256	173.9834	193.3444
"2410004P03Rik"	7.88566	15.2024	10.5359	13.9028	6.99111	3.790618	8.3921	10.3996	9.43493	4.02597	2.00278	7.175967	14.2775	5.27796
"2410131K14Rik"	214.237	379.617	216.397	190.07	230.078	249.129	172.491	208.138	195.9	200.203	187.969	212.683	187.407	209.344
"2410137M14Rik"	3	7	9	5	3	4	2	6	1	0	1	3	2	2
"2410141K09Rik"	2	1.00834	2.01296	0	1.02498	0	0	0	0	1	0	0	0	2
"2510002D24Rik"	102.9512	186.871284	142.276407842	269.744600053541	99.87828	100.2294	78.53814	116.4061	209.22249	81.49016	129.27346	95.72398	92.66445	108.95255
"2510009E07Rik"	477.46384	868.65164	497.4586	451.1407	623.362	446.46444	374.87867	480.47542	316.29277	431.6545	362.318009	308.54148	476.17127	373.47363
"2510039O18Rik"	326	528	291	358	301	341	260	276	336	298	239	218	264	267
"2610001J05Rik"	336.99953	561.00051	350.00005	270.00009	313.99977	326.0001	286.99966	380.00019	378.00033	339.0002	268.00018	294.99994	310.00007	367.99967
"2610002M06Rik"	229	368	203	141	187.665	170	200	212	143	181	162.631	156	201	209
"2610008E11Rik"	342.81133	629.98024	299.00004	241.99979	306.99953	305.99971	285.90785	378.98229	191.99963	297.92806	244.97311	343.99017	279	321.99992
"2610021A01Rik"	134.42277	281.03982	173.231	74.0724	140.32834	132.507	130.33	169.112	92.283928	121.575	110.99993	100.346	129.57227	135.07468
"2610028H24Rik"	4.30122	23.686421201	0	1.61098	2.64578	7.31514	3.62095	3.92935	6.15824	2.42785	2.3628	13.4176	2.55049	3.51354
"2610042L04Rik"	5.05704	0	0	0	5.39877	0	2.44705	0	2.3042	3.17107	0	0	0	1.86078
"2610044O15Rik8"	486.99975	845.5965	468.5934	296.06767	403.00052	505.4499	394.0001	465.7725	377.00047	404.50114	417.19574	413.77652	391.5021	466.0004
"2610301B20Rik"	90	173.0598	112	67	64.6025	90	71	105	82	76.8655079	86	60.7164	88	89
"2610318N02Rik"	1	0	0	0	0	0	0	0	5.9999953	0	0	0	1	0
"2610507B11Rik"	6824.95	13825.5	7954.68	4877.38	8142.24	6266.49	6378.34	6680.75	3838.63	4512.78	6649.83	5955.43	7702.07	7071.31
"2610528A11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2610528J11Rik"	0	1	1	1	0	0	0	0	2	1	0	0	0	0
"2700049A03Rik"	111	150.909	72	58.99999	69	88	83	104.9839	48	108	78	78	75	71
"2700062C07Rik"	28.6014	63.2771	27.1132	26.791	23.4288	39.1488	25.6695	36.2419	49.8216	18.1133	3.0336	38.4827	23.2778	18.7937
"2700081O15Rik"	70.0571	179.84	177.205	175.017	94.4462	41.6036	85.9162	160.722	142.624	71.2982	135.534	67.4119	138.304	80.3036
"2700097O09Rik"	29.4795	20.9139	32.4478	22.6498	28.9366	17.2309	11.3425	20.2586	63.2756	27.7055	24.7106	21.5516	22.2332	22.0704
"2810004N23Rik"	526.548	936.89	538.698	326.214	479.158	590.893	379.97	494.852	541.32	484.693	447.049	416.065	492.358	485.29
"2810006K23Rik"	103.579	180.48651	122.201	138.24702	121.17813	104.01222	88.72825	110.06165	147.54731	97.1964	81.00415	75.66277	100.44818	75.0495
"2810021J22Rik"	44.45092	59.04758	47.5103	41.3149	33.44234	31.5566	31.30056	47.5438	31.91144	50.66614	32.47551	23.19534	28.000032	34.81274
"2810408A11Rik"	4.0000000145029	0.800699	0.66615	3.10379	1.6064	3.603569	1.000000309467	2.914655215901	5.42671	4.7702	7.00000239278	0	3.01893	1.5093
"2810459M11Rik"	4	6	4	4	3	6	2	2.99999931	1	3	1	3	4	3.00000261
"2900026A02Rik"	517.9712	1145.8331	580.1498	578.87990247841	759.21	589.253	474.1999	723.8109	433.1676248664	477.2615	496.0152	485.5524	594.33	589.8594
"2900092C05Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3110001I22Rik"	0	8.95981e-08	0	21	0	2.75393	26	0	12.7857	0	21.3095	27.7024	5.17416	12
"3110009E18Rik"	13	20.72461	15.56578	17	18.999986	15	9.00001	15	12.99998	5.91014	9	10.999998	10	11.35256
"3110021N24Rik"	19.0014	34.9737	10.5132	12.344	19.6337	19.5026	15.6214	25.0402	11.4255	16.248	9.03567	14.5909	16.2064	21.169
"3110040M04Rik"	0	0.00619477	0	0	0	0	0.0156738	0	0	0	1.44864	0	0	0
"3110040N11Rik"	76.9393	116.771	60.739	81.7589	84.2848	51.6932	37.7502	54.1213	97.2542	73.4403	42.9307	58.7458	60.6871	44.7068
"3110082I17Rik"	112.70337	182.9733	133.3061	142.94214	119.9732	121.1055	106.0405	90.0254	153.04026	118.7989	92.2307	97.09168	99.03546	116.01941
"3110082J24Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3300002I08Rik"	3.09033	3.58592	0	2	0.41691	4.70622	2.71817	0	0	0	0	0	1	0.863345
"3425401B19Rik"	6013.94	12113.7	6723.17	3785	8236.21	6166.1	5206.12	4039.39	3561.05	5451.07	4345.26	4795.38	5761.48	6741.37
"3830403N18Rik"	2	3.30855	2	1	1	3	1	6.80976	6.43253	1	2	0	1	0
"3830406C13Rik"	134.084400173525	229.527358	141.6837011	146.913384	108.2705668665	157.26831	98.385891436	181.23729497	154.6957915133	139.860483044947	97.71179	110.676769295936	133.7339148953	153.9387389
"3830417A13Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4430402I18Rik"	38.0520211170804	44.40041956535	29.8271800367456	11.53412	19.0456556	28.23427027438	23.61535842545	38.35283	19.32391	28.816931	36.349094572	28.172933086	42.0344955	37.441689154
"4632433K11Rik"	0	0	0	0	0	5.97848	0	0	0	1.53398	0	6.1149	0	0
"4833420G17Rik"	207.1462	363.1506	240.8398	165.4172	133.34155	191.0168	188.0716	223.944800009923	152.39229	188.5441	166.280786	194.3805	181.8298	192.195222263
"4833427G06Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4833439L19Rik"	2551.6744	5017.46938	2790.28022	3836.34416	2698.26336	2213.2454	2455.9369	2297.2756	2509.0682	2090.4419	2323.6177	2024.9417	2551.6016	2518.935
"4921504E06Rik"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"4921507P07Rik"	9	21	18	15	13	6	12	13	16	13	16	16	19	10
"4921509C19Rik"	0	0	0	0	0	1.00003	0	0	0	0	0	0	0	0
"4921511C20Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4921517D22Rik"	0	0	0	0	0	0	1.00015	0	0	0	0	0	0	0
"4921524J17Rik"	179.902	279.966	187	156	137.364	166.408	152.515	177.387	120.548	124.164	148.274	153	138.63	148.274
"4921524L21Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4921536K21Rik"	5	11	3	8	12	9	4	9	13	4	9	8	4	6
"4921539E11Rik"	0	1	1	0	0	0	0	0	0	0	0	0	0	0
"4930402F06Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4930402H24Rik"	95.16704	248.5298	153.69479	90.27952	108.66355	109.47429	90.725474	243.94541	115.882	72.1267	99.2225139	99.0997	164.05506	100.42769
"4930402K13Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4930404H24Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4930404N11Rik"	0	4.44565	1.43712	1.35803	3.71128	4.92976	2.44991	1.42867	3.51999	1	1.43855	3.20636	4.72979	0
"4930407I10Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4930412O13Rik"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"4930415L06Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4930415O20Rik"	1	1	1	0	0	1	1	1	1	1	0	0	0	1
"4930430F08Rik"	76.01216	147.4019	99.05015	48.4528	115.0215	93.47714	82.97644	80.7193	91.48369	60.19769	65.54986	51.52142	69.01191	87.4656
"4930432K21Rik"	5	17	6	14.00001	10.999993	5	2	7.999996	8.999997	12.999993	9	7	9	8.000003
"4930432M17Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4930433I11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4930438A08Rik"	0	0	0	5.000001	0	0	0	0	18	5	0	0	0	1
